home;away;date;gh;ga;full_time;home_ident;away_ident;winner;year;month
Deportivo Maldonado;CA Fenix;29/03/2002;2;2;F;Deportivo Maldonado (Uruguay);CA Fenix (Uruguay);E;2002;3
Montevideo Wanderers;Racing Club;30/03/2002;1;1;F;Montevideo Wanderers (Uruguay);Racing Club (Uruguay);E;2002;3
Nacional;Cerro Largo FC;30/03/2002;0;1;F;Nacional (Uruguay);Cerro Largo FC (Uruguay);V;2002;3
Bella Vista;River Plate;31/03/2002;0;2;F;Bella Vista (Uruguay);River Plate (Uruguay);V;2002;3
CA Juventud;Defensor Sporting;31/03/2002;1;8;F;CA Juventud (Uruguay);Defensor Sporting (Uruguay);V;2002;3
Central Espanol;CA Penarol;31/03/2002;0;3;F;Central Espanol (Uruguay);CA Penarol (Uruguay);V;2002;3
Paysandu FC;CSyd Villa Espanola;31/03/2002;0;2;F;Paysandu FC (Uruguay);CSyd Villa Espanola (Uruguay);V;2002;3
Plaza Colonia;CA Progreso;31/03/2002;2;0;F;Plaza Colonia (Uruguay);CA Progreso (Uruguay);L;2002;3
Tacuarembo Futbol Club;Danubio;31/03/2002;0;2;F;Tacuarembo Futbol Club (Uruguay);Danubio (Uruguay);V;2002;3
Defensor Sporting;CA Fenix;05/04/2002;2;0;F;Defensor Sporting (Uruguay);CA Fenix (Uruguay);L;2002;4
Danubio;Montevideo Wanderers;06/04/2002;0;0;F;Danubio (Uruguay);Montevideo Wanderers (Uruguay);E;2002;4
Tacuarembo Futbol Club;CA Penarol;06/04/2002;1;3;F;Tacuarembo Futbol Club (Uruguay);CA Penarol (Uruguay);V;2002;4
Bella Vista;Cerro Largo FC;07/04/2002;0;1;F;Bella Vista (Uruguay);Cerro Largo FC (Uruguay);V;2002;4
CA Juventud;Plaza Colonia;07/04/2002;0;2;F;CA Juventud (Uruguay);Plaza Colonia (Uruguay);V;2002;4
CA Progreso;Nacional;07/04/2002;2;4;F;CA Progreso (Uruguay);Nacional (Uruguay);V;2002;4
Deportivo Maldonado;CSyd Villa Espanola;07/04/2002;4;1;F;Deportivo Maldonado (Uruguay);CSyd Villa Espanola (Uruguay);L;2002;4
Paysandu FC;Racing Club;07/04/2002;2;1;F;Paysandu FC (Uruguay);Racing Club (Uruguay);L;2002;4
River Plate;Central Espanol;07/04/2002;2;3;F;River Plate (Uruguay);Central Espanol (Uruguay);V;2002;4
Deportivo Maldonado;Danubio;12/04/2002;2;4;F;Deportivo Maldonado (Uruguay);Danubio (Uruguay);V;2002;4
Plaza Colonia;CA Penarol;13/04/2002;2;0;F;Plaza Colonia (Uruguay);CA Penarol (Uruguay);L;2002;4
Racing Club;Central Espanol;13/04/2002;1;3;F;Racing Club (Uruguay);Central Espanol (Uruguay);V;2002;4
Bella Vista;Nacional;14/04/2002;3;1;F;Bella Vista (Uruguay);Nacional (Uruguay);L;2002;4
CA Juventud;CSyd Villa Espanola;14/04/2002;0;1;F;CA Juventud (Uruguay);CSyd Villa Espanola (Uruguay);V;2002;4
Defensor Sporting;Montevideo Wanderers;14/04/2002;3;1;F;Defensor Sporting (Uruguay);Montevideo Wanderers (Uruguay);L;2002;4
Paysandu FC;CA Progreso;14/04/2002;1;0;F;Paysandu FC (Uruguay);CA Progreso (Uruguay);L;2002;4
River Plate;CA Fenix;14/04/2002;1;5;F;River Plate (Uruguay);CA Fenix (Uruguay);V;2002;4
Tacuarembo Futbol Club;Cerro Largo FC;14/04/2002;0;0;F;Tacuarembo Futbol Club (Uruguay);Cerro Largo FC (Uruguay);E;2002;4
CA Fenix;Nacional;20/04/2002;1;1;F;CA Fenix (Uruguay);Nacional (Uruguay);E;2002;4
CA Juventud;Montevideo Wanderers;20/04/2002;1;2;F;CA Juventud (Uruguay);Montevideo Wanderers (Uruguay);V;2002;4
Paysandu FC;CA Penarol;20/04/2002;1;2;F;Paysandu FC (Uruguay);CA Penarol (Uruguay);V;2002;4
CA Progreso;Cerro Largo FC;21/04/2002;1;1;F;CA Progreso (Uruguay);Cerro Largo FC (Uruguay);E;2002;4
Danubio;CSyd Villa Espanola;21/04/2002;2;2;F;Danubio (Uruguay);CSyd Villa Espanola (Uruguay);E;2002;4
Defensor Sporting;Central Espanol;21/04/2002;2;2;F;Defensor Sporting (Uruguay);Central Espanol (Uruguay);E;2002;4
Deportivo Maldonado;Bella Vista;21/04/2002;0;2;F;Deportivo Maldonado (Uruguay);Bella Vista (Uruguay);V;2002;4
Plaza Colonia;Racing Club;21/04/2002;2;0;F;Plaza Colonia (Uruguay);Racing Club (Uruguay);L;2002;4
Tacuarembo Futbol Club;River Plate;21/04/2002;3;1;F;Tacuarembo Futbol Club (Uruguay);River Plate (Uruguay);L;2002;4
Central Espanol;Danubio;26/04/2002;2;1;F;Central Espanol (Uruguay);Danubio (Uruguay);L;2002;4
CA Penarol;Defensor Sporting;27/04/2002;2;1;F;CA Penarol (Uruguay);Defensor Sporting (Uruguay);L;2002;4
Montevideo Wanderers;CA Progreso;27/04/2002;2;2;F;Montevideo Wanderers (Uruguay);CA Progreso (Uruguay);E;2002;4
CA Juventud;Cerro Largo FC;28/04/2002;1;1;F;CA Juventud (Uruguay);Cerro Largo FC (Uruguay);E;2002;4
CSyd Villa Espanola;Bella Vista;28/04/2002;3;2;F;CSyd Villa Espanola (Uruguay);Bella Vista (Uruguay);L;2002;4
Deportivo Maldonado;Racing Club;28/04/2002;4;0;F;Deportivo Maldonado (Uruguay);Racing Club (Uruguay);L;2002;4
Nacional;River Plate;28/04/2002;4;3;F;Nacional (Uruguay);River Plate (Uruguay);L;2002;4
Paysandu FC;Tacuarembo Futbol Club;28/04/2002;1;0;F;Paysandu FC (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2002;4
Plaza Colonia;CA Fenix;28/04/2002;0;3;F;Plaza Colonia (Uruguay);CA Fenix (Uruguay);V;2002;4
Defensor Sporting;Bella Vista;03/05/2002;1;1;F;Defensor Sporting (Uruguay);Bella Vista (Uruguay);E;2002;5
CA Juventud;CA Penarol;04/05/2002;2;5;F;CA Juventud (Uruguay);CA Penarol (Uruguay);V;2002;5
CA Fenix;Montevideo Wanderers;05/05/2002;2;4;F;CA Fenix (Uruguay);Montevideo Wanderers (Uruguay);V;2002;5
CSyd Villa Espanola;CA Progreso;05/05/2002;4;2;F;CSyd Villa Espanola (Uruguay);CA Progreso (Uruguay);L;2002;5
Deportivo Maldonado;River Plate;05/05/2002;4;0;F;Deportivo Maldonado (Uruguay);River Plate (Uruguay);L;2002;5
Nacional;Racing Club;05/05/2002;0;1;F;Nacional (Uruguay);Racing Club (Uruguay);V;2002;5
Paysandu FC;Cerro Largo FC;05/05/2002;0;2;F;Paysandu FC (Uruguay);Cerro Largo FC (Uruguay);V;2002;5
Plaza Colonia;Danubio;05/05/2002;5;2;F;Plaza Colonia (Uruguay);Danubio (Uruguay);L;2002;5
Tacuarembo Futbol Club;Central Espanol;05/05/2002;1;1;F;Tacuarembo Futbol Club (Uruguay);Central Espanol (Uruguay);E;2002;5
Central Espanol;CA Fenix;10/05/2002;3;3;F;Central Espanol (Uruguay);CA Fenix (Uruguay);E;2002;5
CA Juventud;Racing Club;11/05/2002;2;2;F;CA Juventud (Uruguay);Racing Club (Uruguay);E;2002;5
CA Progreso;Defensor Sporting;11/05/2002;1;2;F;CA Progreso (Uruguay);Defensor Sporting (Uruguay);V;2002;5
Cerro Largo FC;Montevideo Wanderers;11/05/2002;0;1;F;Cerro Largo FC (Uruguay);Montevideo Wanderers (Uruguay);V;2002;5
Deportivo Maldonado;CA Penarol;11/05/2002;2;2;F;Deportivo Maldonado (Uruguay);CA Penarol (Uruguay);E;2002;5
Paysandu FC;Bella Vista;11/05/2002;2;1;F;Paysandu FC (Uruguay);Bella Vista (Uruguay);L;2002;5
Tacuarembo Futbol Club;CSyd Villa Espanola;11/05/2002;2;0;F;Tacuarembo Futbol Club (Uruguay);CSyd Villa Espanola (Uruguay);L;2002;5
Danubio;Nacional;12/05/2002;6;3;F;Danubio (Uruguay);Nacional (Uruguay);L;2002;5
Plaza Colonia;River Plate;12/05/2002;0;1;F;Plaza Colonia (Uruguay);River Plate (Uruguay);V;2002;5
Deportivo Maldonado;Cerro Largo FC;17/05/2002;0;1;F;Deportivo Maldonado (Uruguay);Cerro Largo FC (Uruguay);V;2002;5
CA Juventud;Danubio;19/05/2002;0;3;F;CA Juventud (Uruguay);Danubio (Uruguay);V;2002;5
CSyd Villa Espanola;Central Espanol;19/05/2002;4;1;F;CSyd Villa Espanola (Uruguay);Central Espanol (Uruguay);L;2002;5
Nacional;CA Penarol;19/05/2002;1;1;F;Nacional (Uruguay);CA Penarol (Uruguay);E;2002;5
Paysandu FC;CA Fenix;19/05/2002;2;5;F;Paysandu FC (Uruguay);CA Fenix (Uruguay);V;2002;5
Plaza Colonia;Bella Vista;19/05/2002;3;1;F;Plaza Colonia (Uruguay);Bella Vista (Uruguay);L;2002;5
Racing Club;CA Progreso;19/05/2002;3;2;F;Racing Club (Uruguay);CA Progreso (Uruguay);L;2002;5
River Plate;Defensor Sporting;19/05/2002;1;0;F;River Plate (Uruguay);Defensor Sporting (Uruguay);L;2002;5
Tacuarembo Futbol Club;Montevideo Wanderers;19/05/2002;0;1;F;Tacuarembo Futbol Club (Uruguay);Montevideo Wanderers (Uruguay);V;2002;5
Defensor Sporting;Danubio;12/07/2002;2;1;F;Defensor Sporting (Uruguay);Danubio (Uruguay);L;2002;7
Deportivo Maldonado;CA Penarol;13/07/2002;3;2;F;Deportivo Maldonado (Uruguay);CA Penarol (Uruguay);L;2002;7
CSyd Villa Espanola;Montevideo Wanderers;14/07/2002;0;1;F;CSyd Villa Espanola (Uruguay);Montevideo Wanderers (Uruguay);V;2002;7
Central Espanol;Nacional;14/07/2002;1;3;F;Central Espanol (Uruguay);Nacional (Uruguay);V;2002;7
Plaza Colonia;CA Fenix;14/07/2002;0;1;F;Plaza Colonia (Uruguay);CA Fenix (Uruguay);V;2002;7
Nacional;Danubio;20/07/2002;4;1;F;Nacional (Uruguay);Danubio (Uruguay);L;2002;7
CA Fenix;CSyd Villa Espanola;21/07/2002;4;2;F;CA Fenix (Uruguay);CSyd Villa Espanola (Uruguay);L;2002;7
CA Penarol;Defensor Sporting;21/07/2002;3;2;F;CA Penarol (Uruguay);Defensor Sporting (Uruguay);L;2002;7
Montevideo Wanderers;Central Espanol;21/07/2002;2;1;F;Montevideo Wanderers (Uruguay);Central Espanol (Uruguay);L;2002;7
Plaza Colonia;Deportivo Maldonado;21/07/2002;1;2;F;Plaza Colonia (Uruguay);Deportivo Maldonado (Uruguay);V;2002;7
Defensor Sporting;Montevideo Wanderers;26/07/2002;0;1;F;Defensor Sporting (Uruguay);Montevideo Wanderers (Uruguay);V;2002;7
CA Penarol;CA Fenix;27/07/2002;2;1;F;CA Penarol (Uruguay);CA Fenix (Uruguay);L;2002;7
Danubio;CSyd Villa Espanola;28/07/2002;4;1;F;Danubio (Uruguay);CSyd Villa Espanola (Uruguay);L;2002;7
Deportivo Maldonado;Central Espanol;28/07/2002;2;1;F;Deportivo Maldonado (Uruguay);Central Espanol (Uruguay);L;2002;7
Nacional;Plaza Colonia;28/07/2002;2;0;F;Nacional (Uruguay);Plaza Colonia (Uruguay);L;2002;7
Nacional;CA Fenix;31/07/2002;2;0;F;Nacional (Uruguay);CA Fenix (Uruguay);L;2002;7
CSyd Villa Espanola;Nacional;03/08/2002;1;1;F;CSyd Villa Espanola (Uruguay);Nacional (Uruguay);E;2002;8
Central Espanol;Plaza Colonia;03/08/2002;1;1;F;Central Espanol (Uruguay);Plaza Colonia (Uruguay);E;2002;8
CA Fenix;Defensor Sporting;04/08/2002;3;1;F;CA Fenix (Uruguay);Defensor Sporting (Uruguay);L;2002;8
Danubio;Deportivo Maldonado;04/08/2002;0;0;F;Danubio (Uruguay);Deportivo Maldonado (Uruguay);E;2002;8
Montevideo Wanderers;CA Penarol;04/08/2002;1;3;F;Montevideo Wanderers (Uruguay);CA Penarol (Uruguay);V;2002;8
CSyd Villa Espanola;Deportivo Maldonado;09/08/2002;0;1;F;CSyd Villa Espanola (Uruguay);Deportivo Maldonado (Uruguay);V;2002;8
Plaza Colonia;CA Penarol;10/08/2002;1;3;F;Plaza Colonia (Uruguay);CA Penarol (Uruguay);V;2002;8
Central Espanol;Defensor Sporting;11/08/2002;4;1;F;Central Espanol (Uruguay);Defensor Sporting (Uruguay);L;2002;8
Montevideo Wanderers;Danubio;11/08/2002;1;1;F;Montevideo Wanderers (Uruguay);Danubio (Uruguay);E;2002;8
Deportivo Maldonado;CA Fenix;17/08/2002;0;7;F;Deportivo Maldonado (Uruguay);CA Fenix (Uruguay);V;2002;8
CA Penarol;CSyd Villa Espanola;18/08/2002;4;0;F;CA Penarol (Uruguay);CSyd Villa Espanola (Uruguay);L;2002;8
Danubio;Central Espanol;18/08/2002;1;0;F;Danubio (Uruguay);Central Espanol (Uruguay);L;2002;8
Defensor Sporting;Plaza Colonia;18/08/2002;1;0;F;Defensor Sporting (Uruguay);Plaza Colonia (Uruguay);L;2002;8
Nacional;Montevideo Wanderers;21/08/2002;1;0;F;Nacional (Uruguay);Montevideo Wanderers (Uruguay);L;2002;8
CA Fenix;Montevideo Wanderers;24/08/2002;1;0;F;CA Fenix (Uruguay);Montevideo Wanderers (Uruguay);L;2002;8
CA Penarol;Central Espanol;24/08/2002;5;1;F;CA Penarol (Uruguay);Central Espanol (Uruguay);L;2002;8
Plaza Colonia;Danubio;24/08/2002;2;0;F;Plaza Colonia (Uruguay);Danubio (Uruguay);L;2002;8
CSyd Villa Espanola;Defensor Sporting;25/08/2002;1;2;F;CSyd Villa Espanola (Uruguay);Defensor Sporting (Uruguay);V;2002;8
Nacional;Deportivo Maldonado;25/08/2002;2;1;F;Nacional (Uruguay);Deportivo Maldonado (Uruguay);L;2002;8
Defensor Sporting;Deportivo Maldonado;30/08/2002;4;1;F;Defensor Sporting (Uruguay);Deportivo Maldonado (Uruguay);L;2002;8
CA Fenix;Danubio;31/08/2002;1;3;F;CA Fenix (Uruguay);Danubio (Uruguay);V;2002;8
Central Espanol;CSyd Villa Espanola;31/08/2002;3;2;F;Central Espanol (Uruguay);CSyd Villa Espanola (Uruguay);L;2002;8
CA Penarol;Nacional;01/09/2002;0;2;F;CA Penarol (Uruguay);Nacional (Uruguay);V;2002;9
Montevideo Wanderers;Plaza Colonia;01/09/2002;2;2;F;Montevideo Wanderers (Uruguay);Plaza Colonia (Uruguay);E;2002;9
Deportivo Maldonado;Montevideo Wanderers;06/09/2002;0;0;F;Deportivo Maldonado (Uruguay);Montevideo Wanderers (Uruguay);E;2002;9
Defensor Sporting;Nacional;07/09/2002;2;3;F;Defensor Sporting (Uruguay);Nacional (Uruguay);V;2002;9
Plaza Colonia;CSyd Villa Espanola;07/09/2002;3;1;F;Plaza Colonia (Uruguay);CSyd Villa Espanola (Uruguay);L;2002;9
Central Espanol;CA Fenix;08/09/2002;1;4;F;Central Espanol (Uruguay);CA Fenix (Uruguay);V;2002;9
Danubio;CA Penarol;08/09/2002;1;3;F;Danubio (Uruguay);CA Penarol (Uruguay);V;2002;9
CA Penarol;Central Espanol;22/09/2002;2;1;F;CA Penarol (Uruguay);Central Espanol (Uruguay);L;2002;9
Nacional;Central Espanol;27/09/2002;2;2;F;Nacional (Uruguay);Central Espanol (Uruguay);E;2002;9
Danubio;Defensor Sporting;28/09/2002;1;1;F;Danubio (Uruguay);Defensor Sporting (Uruguay);E;2002;9
CA Fenix;Plaza Colonia;29/09/2002;1;0;F;CA Fenix (Uruguay);Plaza Colonia (Uruguay);L;2002;9
CA Penarol;Deportivo Maldonado;29/09/2002;2;1;F;CA Penarol (Uruguay);Deportivo Maldonado (Uruguay);L;2002;9
Montevideo Wanderers;CSyd Villa Espanola;29/09/2002;1;1;F;Montevideo Wanderers (Uruguay);CSyd Villa Espanola (Uruguay);E;2002;9
Defensor Sporting;CA Penarol;05/10/2002;2;3;F;Defensor Sporting (Uruguay);CA Penarol (Uruguay);V;2002;10
Deportivo Maldonado;Plaza Colonia;05/10/2002;0;2;F;Deportivo Maldonado (Uruguay);Plaza Colonia (Uruguay);V;2002;10
CSyd Villa Espanola;CA Fenix;06/10/2002;3;3;F;CSyd Villa Espanola (Uruguay);CA Fenix (Uruguay);E;2002;10
Danubio;Nacional;06/10/2002;3;1;F;Danubio (Uruguay);Nacional (Uruguay);L;2002;10
Central Espanol;Montevideo Wanderers;08/10/2002;0;1;F;Central Espanol (Uruguay);Montevideo Wanderers (Uruguay);V;2002;10
CSyd Villa Espanola;Danubio;11/10/2002;0;2;F;CSyd Villa Espanola (Uruguay);Danubio (Uruguay);V;2002;10
Plaza Colonia;Nacional;12/10/2002;1;2;F;Plaza Colonia (Uruguay);Nacional (Uruguay);V;2002;10
CA Fenix;CA Penarol;13/10/2002;2;3;F;CA Fenix (Uruguay);CA Penarol (Uruguay);V;2002;10
Central Espanol;Deportivo Maldonado;13/10/2002;0;1;F;Central Espanol (Uruguay);Deportivo Maldonado (Uruguay);V;2002;10
Montevideo Wanderers;Defensor Sporting;13/10/2002;1;2;F;Montevideo Wanderers (Uruguay);Defensor Sporting (Uruguay);V;2002;10
Defensor Sporting;CA Fenix;19/10/2002;2;3;F;Defensor Sporting (Uruguay);CA Fenix (Uruguay);V;2002;10
Deportivo Maldonado;Danubio;19/10/2002;1;3;F;Deportivo Maldonado (Uruguay);Danubio (Uruguay);V;2002;10
Nacional;CSyd Villa Espanola;19/10/2002;5;0;F;Nacional (Uruguay);CSyd Villa Espanola (Uruguay);L;2002;10
CA Penarol;Montevideo Wanderers;20/10/2002;2;2;F;CA Penarol (Uruguay);Montevideo Wanderers (Uruguay);E;2002;10
Plaza Colonia;Central Espanol;20/10/2002;2;1;F;Plaza Colonia (Uruguay);Central Espanol (Uruguay);L;2002;10
Defensor Sporting;Central Espanol;25/10/2002;2;0;F;Defensor Sporting (Uruguay);Central Espanol (Uruguay);L;2002;10
CA Penarol;Plaza Colonia;26/10/2002;3;4;F;CA Penarol (Uruguay);Plaza Colonia (Uruguay);V;2002;10
Deportivo Maldonado;CSyd Villa Espanola;26/10/2002;2;3;F;Deportivo Maldonado (Uruguay);CSyd Villa Espanola (Uruguay);V;2002;10
CA Fenix;Nacional;27/10/2002;3;3;F;CA Fenix (Uruguay);Nacional (Uruguay);E;2002;10
Danubio;Montevideo Wanderers;27/10/2002;1;0;F;Danubio (Uruguay);Montevideo Wanderers (Uruguay);L;2002;10
CA Fenix;Deportivo Maldonado;01/11/2002;5;0;F;CA Fenix (Uruguay);Deportivo Maldonado (Uruguay);L;2002;11
Central Espanol;Danubio;02/11/2002;0;2;F;Central Espanol (Uruguay);Danubio (Uruguay);V;2002;11
Montevideo Wanderers;Nacional;02/11/2002;0;1;F;Montevideo Wanderers (Uruguay);Nacional (Uruguay);V;2002;11
CSyd Villa Espanola;CA Penarol;03/11/2002;1;3;F;CSyd Villa Espanola (Uruguay);CA Penarol (Uruguay);V;2002;11
Plaza Colonia;Defensor Sporting;03/11/2002;2;2;F;Plaza Colonia (Uruguay);Defensor Sporting (Uruguay);E;2002;11
Danubio;Plaza Colonia;09/11/2002;1;0;F;Danubio (Uruguay);Plaza Colonia (Uruguay);L;2002;11
Deportivo Maldonado;Nacional;09/11/2002;1;4;F;Deportivo Maldonado (Uruguay);Nacional (Uruguay);V;2002;11
Defensor Sporting;CSyd Villa Espanola;10/11/2002;1;1;F;Defensor Sporting (Uruguay);CSyd Villa Espanola (Uruguay);E;2002;11
Montevideo Wanderers;CA Fenix;10/11/2002;1;2;F;Montevideo Wanderers (Uruguay);CA Fenix (Uruguay);V;2002;11
Central Espanol;CSyd Villa Espanola;23/11/2002;1;1;F;Central Espanol (Uruguay);CSyd Villa Espanola (Uruguay);E;2002;11
Danubio;CA Fenix;24/11/2002;2;2;F;Danubio (Uruguay);CA Fenix (Uruguay);E;2002;11
Deportivo Maldonado;Defensor Sporting;24/11/2002;1;2;F;Deportivo Maldonado (Uruguay);Defensor Sporting (Uruguay);V;2002;11
Nacional;CA Penarol;24/11/2002;2;4;F;Nacional (Uruguay);CA Penarol (Uruguay);V;2002;11
Plaza Colonia;Montevideo Wanderers;24/11/2002;2;2;F;Plaza Colonia (Uruguay);Montevideo Wanderers (Uruguay);E;2002;11
Nacional;Defensor Sporting;30/11/2002;0;2;F;Nacional (Uruguay);Defensor Sporting (Uruguay);V;2002;11
CA Fenix;Central Espanol;01/12/2002;3;4;F;CA Fenix (Uruguay);Central Espanol (Uruguay);V;2002;12
CA Penarol;Danubio;01/12/2002;3;1;F;CA Penarol (Uruguay);Danubio (Uruguay);L;2002;12
CSyd Villa Espanola;Plaza Colonia;01/12/2002;0;3;F;CSyd Villa Espanola (Uruguay);Plaza Colonia (Uruguay);V;2002;12
Montevideo Wanderers;Deportivo Maldonado;01/12/2002;0;1;F;Montevideo Wanderers (Uruguay);Deportivo Maldonado (Uruguay);V;2002;12
Danubio;Nacional;04/12/2002;1;2;F;Danubio (Uruguay);Nacional (Uruguay);V;2002;12
Nacional;Danubio;08/12/2002;2;1;F;Nacional (Uruguay);Danubio (Uruguay);L;2002;12
CA Penarol;Defensor Sporting;21/02/2003;2;1;F;CA Penarol (Uruguay);Defensor Sporting (Uruguay);L;2003;2
Deportivo Maldonado;Central Espanol;22/02/2003;2;0;F;Deportivo Maldonado (Uruguay);Central Espanol (Uruguay);L;2003;2
Tacuarembo Futbol Club;Nacional;22/02/2003;1;1;F;Tacuarembo Futbol Club (Uruguay);Nacional (Uruguay);E;2003;2
CA Fenix;Plaza Colonia;23/02/2003;3;1;F;CA Fenix (Uruguay);Plaza Colonia (Uruguay);L;2003;2
CA Juventud;Danubio;23/02/2003;0;2;F;CA Juventud (Uruguay);Danubio (Uruguay);V;2003;2
CSyd Villa Espanola;CA Cerro;23/02/2003;0;1;F;CSyd Villa Espanola (Uruguay);CA Cerro (Uruguay);V;2003;2
Dep Colonia;River Plate;23/02/2003;2;1;F;Dep Colonia (Uruguay);River Plate (Uruguay);L;2003;2
Liverpool;Miramar Misiones;23/02/2003;0;0;F;Liverpool (Uruguay);Miramar Misiones (Uruguay);E;2003;2
Montevideo Wanderers;Bella Vista;23/02/2003;1;1;F;Montevideo Wanderers (Uruguay);Bella Vista (Uruguay);E;2003;2
CA Juventud;Deportivo Maldonado;01/03/2003;0;0;F;CA Juventud (Uruguay);Deportivo Maldonado (Uruguay);E;2003;3
Montevideo Wanderers;CSyd Villa Espanola;01/03/2003;3;2;F;Montevideo Wanderers (Uruguay);CSyd Villa Espanola (Uruguay);L;2003;3
Plaza Colonia;CA Penarol;01/03/2003;0;2;F;Plaza Colonia (Uruguay);CA Penarol (Uruguay);V;2003;3
Bella Vista;CA Cerro;02/03/2003;0;0;F;Bella Vista (Uruguay);CA Cerro (Uruguay);E;2003;3
CA Fenix;Defensor Sporting;02/03/2003;3;2;F;CA Fenix (Uruguay);Defensor Sporting (Uruguay);L;2003;3
Danubio;Central Espanol;02/03/2003;3;0;F;Danubio (Uruguay);Central Espanol (Uruguay);L;2003;3
Liverpool;Tacuarembo Futbol Club;02/03/2003;0;3;F;Liverpool (Uruguay);Tacuarembo Futbol Club (Uruguay);V;2003;3
Miramar Misiones;Dep Colonia;02/03/2003;4;0;F;Miramar Misiones (Uruguay);Dep Colonia (Uruguay);L;2003;3
River Plate;Nacional;02/03/2003;0;1;F;River Plate (Uruguay);Nacional (Uruguay);V;2003;3
Defensor Sporting;Plaza Colonia;07/03/2003;1;0;F;Defensor Sporting (Uruguay);Plaza Colonia (Uruguay);L;2003;3
CA Penarol;CA Juventud;08/03/2003;4;1;F;CA Penarol (Uruguay);CA Juventud (Uruguay);L;2003;3
Tacuarembo Futbol Club;River Plate;08/03/2003;3;0;F;Tacuarembo Futbol Club (Uruguay);River Plate (Uruguay);L;2003;3
Bella Vista;Miramar Misiones;09/03/2003;0;4;F;Bella Vista (Uruguay);Miramar Misiones (Uruguay);V;2003;3
CA Cerro;Deportivo Maldonado;09/03/2003;2;0;F;CA Cerro (Uruguay);Deportivo Maldonado (Uruguay);L;2003;3
Central Espanol;CA Fenix;09/03/2003;2;1;F;Central Espanol (Uruguay);CA Fenix (Uruguay);L;2003;3
Danubio;CSyd Villa Espanola;09/03/2003;6;1;F;Danubio (Uruguay);CSyd Villa Espanola (Uruguay);L;2003;3
Dep Colonia;Nacional;09/03/2003;1;2;F;Dep Colonia (Uruguay);Nacional (Uruguay);V;2003;3
Montevideo Wanderers;Liverpool;09/03/2003;4;2;F;Montevideo Wanderers (Uruguay);Liverpool (Uruguay);L;2003;3
CA Cerro;CA Juventud;16/03/2003;2;0;F;CA Cerro (Uruguay);CA Juventud (Uruguay);L;2003;3
CA Penarol;Montevideo Wanderers;16/03/2003;0;2;F;CA Penarol (Uruguay);Montevideo Wanderers (Uruguay);V;2003;3
CSyd Villa Espanola;Bella Vista;16/03/2003;1;2;F;CSyd Villa Espanola (Uruguay);Bella Vista (Uruguay);V;2003;3
Central Espanol;Tacuarembo Futbol Club;16/03/2003;1;1;F;Central Espanol (Uruguay);Tacuarembo Futbol Club (Uruguay);E;2003;3
Danubio;Liverpool;16/03/2003;1;3;F;Danubio (Uruguay);Liverpool (Uruguay);V;2003;3
Defensor Sporting;Dep Colonia;16/03/2003;3;0;F;Defensor Sporting (Uruguay);Dep Colonia (Uruguay);L;2003;3
Deportivo Maldonado;Miramar Misiones;16/03/2003;3;1;F;Deportivo Maldonado (Uruguay);Miramar Misiones (Uruguay);L;2003;3
Plaza Colonia;Nacional;16/03/2003;0;1;F;Plaza Colonia (Uruguay);Nacional (Uruguay);V;2003;3
River Plate;CA Fenix;16/03/2003;0;2;F;River Plate (Uruguay);CA Fenix (Uruguay);V;2003;3
Bella Vista;CA Juventud;22/03/2003;6;0;F;Bella Vista (Uruguay);CA Juventud (Uruguay);L;2003;3
Danubio;CA Penarol;22/03/2003;3;2;F;Danubio (Uruguay);CA Penarol (Uruguay);L;2003;3
Defensor Sporting;Central Espanol;22/03/2003;2;0;F;Defensor Sporting (Uruguay);Central Espanol (Uruguay);L;2003;3
Dep Colonia;Tacuarembo Futbol Club;22/03/2003;2;1;F;Dep Colonia (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2003;3
Deportivo Maldonado;CSyd Villa Espanola;23/03/2003;1;1;F;Deportivo Maldonado (Uruguay);CSyd Villa Espanola (Uruguay);E;2003;3
Liverpool;River Plate;23/03/2003;2;2;F;Liverpool (Uruguay);River Plate (Uruguay);E;2003;3
Miramar Misiones;CA Fenix;23/03/2003;1;2;F;Miramar Misiones (Uruguay);CA Fenix (Uruguay);V;2003;3
Nacional;Montevideo Wanderers;23/03/2003;1;0;F;Nacional (Uruguay);Montevideo Wanderers (Uruguay);L;2003;3
Plaza Colonia;CA Cerro;23/03/2003;1;1;F;Plaza Colonia (Uruguay);CA Cerro (Uruguay);E;2003;3
Defensor Sporting;Danubio;05/04/2003;1;1;F;Defensor Sporting (Uruguay);Danubio (Uruguay);E;2003;4
CA Juventud;CSyd Villa Espanola;06/04/2003;1;3;F;CA Juventud (Uruguay);CSyd Villa Espanola (Uruguay);V;2003;4
Central Espanol;Plaza Colonia;06/04/2003;1;0;F;Central Espanol (Uruguay);Plaza Colonia (Uruguay);L;2003;4
Deportivo Maldonado;CA Penarol;06/04/2003;2;3;F;Deportivo Maldonado (Uruguay);CA Penarol (Uruguay);V;2003;4
Liverpool;Dep Colonia;06/04/2003;0;1;F;Liverpool (Uruguay);Dep Colonia (Uruguay);V;2003;4
Montevideo Wanderers;Tacuarembo Futbol Club;06/04/2003;2;0;F;Montevideo Wanderers (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2003;4
