home;away;date;gh;ga;full_time;home_ident;away_ident;winner;year;month
Nacional;Bella Vista;18/04/2009;2;0;F;Nacional (Uruguay);Bella Vista (Uruguay);L;2009;4
CA Cerro;Liverpool;19/04/2009;1;0;F;CA Cerro (Uruguay);Liverpool (Uruguay);L;2009;4
CA Penarol;Central Espanol;19/04/2009;2;1;F;CA Penarol (Uruguay);Central Espanol (Uruguay);L;2009;4
Racing Club;Cerro Largo FC;19/04/2009;2;0;F;Racing Club (Uruguay);Cerro Largo FC (Uruguay);L;2009;4
River Plate;Danubio;19/04/2009;2;2;F;River Plate (Uruguay);Danubio (Uruguay);E;2009;4
Bella Vista;CA Penarol;25/04/2009;2;1;F;Bella Vista (Uruguay);CA Penarol (Uruguay);L;2009;4
Central Espanol;River Plate;25/04/2009;1;2;F;Central Espanol (Uruguay);River Plate (Uruguay);V;2009;4
Cerro Largo FC;Defensor Sporting;26/04/2009;3;2;F;Cerro Largo FC (Uruguay);Defensor Sporting (Uruguay);L;2009;4
Danubio;CA Cerro;26/04/2009;1;3;F;Danubio (Uruguay);CA Cerro (Uruguay);V;2009;4
Liverpool;Nacional;26/04/2009;1;1;F;Liverpool (Uruguay);Nacional (Uruguay);E;2009;4
Rampla Juniors Futbol Club;Racing Club;26/04/2009;0;2;F;Rampla Juniors Futbol Club (Uruguay);Racing Club (Uruguay);V;2009;4
Tacuarembo Futbol Club;Montevideo Wanderers;26/04/2009;2;3;F;Tacuarembo Futbol Club (Uruguay);Montevideo Wanderers (Uruguay);V;2009;4
Defensor Sporting;Danubio;02/05/2009;1;0;F;Defensor Sporting (Uruguay);Danubio (Uruguay);L;2009;5
CA Juventud;River Plate;03/05/2009;0;3;F;CA Juventud (Uruguay);River Plate (Uruguay);V;2009;5
Cerro Largo FC;Bella Vista;03/05/2009;4;1;F;Cerro Largo FC (Uruguay);Bella Vista (Uruguay);L;2009;5
Montevideo Wanderers;Liverpool;03/05/2009;0;1;F;Montevideo Wanderers (Uruguay);Liverpool (Uruguay);V;2009;5
Racing Club;CA Cerro;03/05/2009;0;4;F;Racing Club (Uruguay);CA Cerro (Uruguay);V;2009;5
Rampla Juniors Futbol Club;Nacional;03/05/2009;1;3;F;Rampla Juniors Futbol Club (Uruguay);Nacional (Uruguay);V;2009;5
Tacuarembo Futbol Club;Central Espanol;03/05/2009;1;1;F;Tacuarembo Futbol Club (Uruguay);Central Espanol (Uruguay);E;2009;5
Bella Vista;Central Espanol;09/05/2009;0;2;F;Bella Vista (Uruguay);Central Espanol (Uruguay);V;2009;5
CA Juventud;Montevideo Wanderers;09/05/2009;0;2;F;CA Juventud (Uruguay);Montevideo Wanderers (Uruguay);V;2009;5
Nacional;Danubio;09/05/2009;2;0;F;Nacional (Uruguay);Danubio (Uruguay);L;2009;5
Tacuarembo Futbol Club;Rampla Juniors Futbol Club;09/05/2009;2;2;F;Tacuarembo Futbol Club (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;2009;5
Defensor Sporting;Racing Club;10/05/2009;2;1;F;Defensor Sporting (Uruguay);Racing Club (Uruguay);L;2009;5
Liverpool;CA Penarol;10/05/2009;2;1;F;Liverpool (Uruguay);CA Penarol (Uruguay);L;2009;5
River Plate;CA Cerro;10/05/2009;2;1;F;River Plate (Uruguay);CA Cerro (Uruguay);L;2009;5
CA Penarol;River Plate;16/05/2009;0;2;F;CA Penarol (Uruguay);River Plate (Uruguay);V;2009;5
Cerro Largo FC;CA Juventud;16/05/2009;3;1;F;Cerro Largo FC (Uruguay);CA Juventud (Uruguay);L;2009;5
Danubio;Bella Vista;16/05/2009;1;0;F;Danubio (Uruguay);Bella Vista (Uruguay);L;2009;5
CA Cerro;Nacional;17/05/2009;2;2;F;CA Cerro (Uruguay);Nacional (Uruguay);E;2009;5
Central Espanol;Liverpool;17/05/2009;1;5;F;Central Espanol (Uruguay);Liverpool (Uruguay);V;2009;5
Montevideo Wanderers;Defensor Sporting;17/05/2009;2;4;F;Montevideo Wanderers (Uruguay);Defensor Sporting (Uruguay);V;2009;5
Racing Club;Tacuarembo Futbol Club;17/05/2009;1;1;F;Racing Club (Uruguay);Tacuarembo Futbol Club (Uruguay);E;2009;5
Bella Vista;River Plate;23/05/2009;2;3;F;Bella Vista (Uruguay);River Plate (Uruguay);V;2009;5
CA Juventud;Racing Club;23/05/2009;0;2;F;CA Juventud (Uruguay);Racing Club (Uruguay);V;2009;5
Central Espanol;CA Cerro;23/05/2009;0;2;F;Central Espanol (Uruguay);CA Cerro (Uruguay);V;2009;5
Danubio;Liverpool;23/05/2009;2;3;F;Danubio (Uruguay);Liverpool (Uruguay);V;2009;5
Tacuarembo Futbol Club;Cerro Largo FC;23/05/2009;1;1;F;Tacuarembo Futbol Club (Uruguay);Cerro Largo FC (Uruguay);E;2009;5
Nacional;CA Penarol;24/05/2009;3;2;F;Nacional (Uruguay);CA Penarol (Uruguay);L;2009;5
Rampla Juniors Futbol Club;Defensor Sporting;24/05/2009;1;4;F;Rampla Juniors Futbol Club (Uruguay);Defensor Sporting (Uruguay);V;2009;5
CA Penarol;CA Cerro;30/05/2009;1;1;F;CA Penarol (Uruguay);CA Cerro (Uruguay);E;2009;5
Danubio;Central Espanol;30/05/2009;1;1;F;Danubio (Uruguay);Central Espanol (Uruguay);E;2009;5
Cerro Largo FC;Montevideo Wanderers;31/05/2009;0;1;F;Cerro Largo FC (Uruguay);Montevideo Wanderers (Uruguay);V;2009;5
Defensor Sporting;Tacuarembo Futbol Club;31/05/2009;2;3;F;Defensor Sporting (Uruguay);Tacuarembo Futbol Club (Uruguay);V;2009;5
Liverpool;Bella Vista;31/05/2009;3;3;F;Liverpool (Uruguay);Bella Vista (Uruguay);E;2009;5
Rampla Juniors Futbol Club;CA Juventud;31/05/2009;1;4;F;Rampla Juniors Futbol Club (Uruguay);CA Juventud (Uruguay);V;2009;5
River Plate;Nacional;31/05/2009;2;1;F;River Plate (Uruguay);Nacional (Uruguay);L;2009;5
Nacional;Central Espanol;13/06/2009;0;3;F;Nacional (Uruguay);Central Espanol (Uruguay);V;2009;6
CA Cerro;Bella Vista;14/06/2009;3;0;F;CA Cerro (Uruguay);Bella Vista (Uruguay);L;2009;6
CA Juventud;Defensor Sporting;14/06/2009;1;2;F;CA Juventud (Uruguay);Defensor Sporting (Uruguay);V;2009;6
CA Penarol;Danubio;14/06/2009;3;1;F;CA Penarol (Uruguay);Danubio (Uruguay);L;2009;6
Cerro Largo FC;Rampla Juniors Futbol Club;14/06/2009;1;1;F;Cerro Largo FC (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;2009;6
Montevideo Wanderers;Racing Club;14/06/2009;2;2;F;Montevideo Wanderers (Uruguay);Racing Club (Uruguay);E;2009;6
River Plate;Liverpool;14/06/2009;1;2;F;River Plate (Uruguay);Liverpool (Uruguay);V;2009;6
Defensor Sporting;Nacional;21/06/2009;1;1;F;Defensor Sporting (Uruguay);Nacional (Uruguay);E;2009;6
Nacional;Defensor Sporting;05/07/2009;1;1;F;Nacional (Uruguay);Defensor Sporting (Uruguay);E;2009;7
Nacional;Defensor Sporting;09/07/2009;3;0;F;Nacional (Uruguay);Defensor Sporting (Uruguay);L;2009;7
Defensor Sporting;Nacional;12/07/2009;1;2;F;Defensor Sporting (Uruguay);Nacional (Uruguay);V;2009;7
Nacional;Defensor Sporting;16/07/2009;2;1;F;Nacional (Uruguay);Defensor Sporting (Uruguay);L;2009;7
Liverpool;Racing Club;18/07/2009;1;1;F;Liverpool (Uruguay);Racing Club (Uruguay);E;2009;7
CA Cerro;Nacional;19/07/2009;3;1;F;CA Cerro (Uruguay);Nacional (Uruguay);L;2009;7
River Plate;Defensor Sporting;19/07/2009;0;3;F;River Plate (Uruguay);Defensor Sporting (Uruguay);V;2009;7
CA Cerro;Defensor Sporting;23/07/2009;2;0;F;CA Cerro (Uruguay);Defensor Sporting (Uruguay);L;2009;7
Liverpool;River Plate;23/07/2009;3;0;F;Liverpool (Uruguay);River Plate (Uruguay);L;2009;7
Nacional;Racing Club;24/07/2009;2;3;F;Nacional (Uruguay);Racing Club (Uruguay);V;2009;7
Defensor Sporting;Liverpool;26/07/2009;0;0;F;Defensor Sporting (Uruguay);Liverpool (Uruguay);E;2009;7
Racing Club;CA Cerro;26/07/2009;3;1;F;Racing Club (Uruguay);CA Cerro (Uruguay);L;2009;7
River Plate;Nacional;26/07/2009;4;2;F;River Plate (Uruguay);Nacional (Uruguay);L;2009;7
Nacional;Defensor Sporting;29/07/2009;0;0;F;Nacional (Uruguay);Defensor Sporting (Uruguay);E;2009;7
River Plate;Racing Club;29/07/2009;1;0;F;River Plate (Uruguay);Racing Club (Uruguay);L;2009;7
Liverpool;CA Cerro;30/07/2009;0;3;F;Liverpool (Uruguay);CA Cerro (Uruguay);V;2009;7
CA Cerro;River Plate;02/08/2009;3;2;F;CA Cerro (Uruguay);River Plate (Uruguay);L;2009;8
Defensor Sporting;Racing Club;02/08/2009;2;4;F;Defensor Sporting (Uruguay);Racing Club (Uruguay);V;2009;8
Liverpool;Nacional;02/08/2009;2;3;F;Liverpool (Uruguay);Nacional (Uruguay);V;2009;8
Liverpool;Defensor Sporting;06/08/2009;1;0;F;Liverpool (Uruguay);Defensor Sporting (Uruguay);L;2009;8
CA Fenix;River Plate;22/08/2009;0;3;F;CA Fenix (Uruguay);River Plate (Uruguay);V;2009;8
Central Espanol;Racing Club;22/08/2009;1;1;F;Central Espanol (Uruguay);Racing Club (Uruguay);E;2009;8
Cerro Largo FC;Nacional;22/08/2009;0;1;F;Cerro Largo FC (Uruguay);Nacional (Uruguay);V;2009;8
CA Cerro;Rampla Juniors Futbol Club;23/08/2009;1;1;F;CA Cerro (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;2009;8
Defensor Sporting;Club Atletico Atenas;23/08/2009;5;1;F;Defensor Sporting (Uruguay);Club Atletico Atenas (Uruguay);L;2009;8
Montevideo Wanderers;CA Penarol;23/08/2009;0;2;F;Montevideo Wanderers (Uruguay);CA Penarol (Uruguay);V;2009;8
Tacuarembo Futbol Club;Danubio;23/08/2009;1;2;F;Tacuarembo Futbol Club (Uruguay);Danubio (Uruguay);V;2009;8
Liverpool;Club Sportivo Cerrito;26/08/2009;4;3;F;Liverpool (Uruguay);Club Sportivo Cerrito (Uruguay);L;2009;8
CA Fenix;Racing Club;29/08/2009;0;2;F;CA Fenix (Uruguay);Racing Club (Uruguay);V;2009;8
Montevideo Wanderers;Rampla Juniors Futbol Club;29/08/2009;0;1;F;Montevideo Wanderers (Uruguay);Rampla Juniors Futbol Club (Uruguay);V;2009;8
Nacional;Tacuarembo Futbol Club;29/08/2009;1;0;F;Nacional (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2009;8
CA Penarol;CA Cerro;30/08/2009;1;1;F;CA Penarol (Uruguay);CA Cerro (Uruguay);E;2009;8
Central Espanol;River Plate;30/08/2009;2;2;F;Central Espanol (Uruguay);River Plate (Uruguay);E;2009;8
Cerro Largo FC;Club Sportivo Cerrito;30/08/2009;0;1;F;Cerro Largo FC (Uruguay);Club Sportivo Cerrito (Uruguay);V;2009;8
Danubio;Defensor Sporting;30/08/2009;3;0;F;Danubio (Uruguay);Defensor Sporting (Uruguay);L;2009;8
Liverpool;Club Atletico Atenas;30/08/2009;2;0;F;Liverpool (Uruguay);Club Atletico Atenas (Uruguay);L;2009;8
Cerro Largo FC;Central Espanol;12/09/2009;1;0;F;Cerro Largo FC (Uruguay);Central Espanol (Uruguay);L;2009;9
Racing Club;CA Penarol;12/09/2009;2;1;F;Racing Club (Uruguay);CA Penarol (Uruguay);L;2009;9
River Plate;Rampla Juniors Futbol Club;12/09/2009;1;1;F;River Plate (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;2009;9
CA Cerro;Club Sportivo Cerrito;13/09/2009;0;2;F;CA Cerro (Uruguay);Club Sportivo Cerrito (Uruguay);V;2009;9
Defensor Sporting;Nacional;13/09/2009;0;3;F;Defensor Sporting (Uruguay);Nacional (Uruguay);V;2009;9
Liverpool;Danubio;13/09/2009;1;0;F;Liverpool (Uruguay);Danubio (Uruguay);L;2009;9
Montevideo Wanderers;CA Fenix;13/09/2009;2;0;F;Montevideo Wanderers (Uruguay);CA Fenix (Uruguay);L;2009;9
Tacuarembo Futbol Club;Club Atletico Atenas;13/09/2009;2;0;F;Tacuarembo Futbol Club (Uruguay);Club Atletico Atenas (Uruguay);L;2009;9
CA Fenix;Cerro Largo FC;19/09/2009;1;1;F;CA Fenix (Uruguay);Cerro Largo FC (Uruguay);E;2009;9
CA Penarol;Tacuarembo Futbol Club;19/09/2009;1;0;F;CA Penarol (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2009;9
Danubio;River Plate;19/09/2009;2;2;F;Danubio (Uruguay);River Plate (Uruguay);E;2009;9
Central Espanol;Defensor Sporting;20/09/2009;0;4;F;Central Espanol (Uruguay);Defensor Sporting (Uruguay);V;2009;9
Club Atletico Atenas;CA Cerro;20/09/2009;0;1;F;Club Atletico Atenas (Uruguay);CA Cerro (Uruguay);V;2009;9
Club Sportivo Cerrito;Montevideo Wanderers;20/09/2009;1;2;F;Club Sportivo Cerrito (Uruguay);Montevideo Wanderers (Uruguay);V;2009;9
Nacional;Liverpool;20/09/2009;2;1;F;Nacional (Uruguay);Liverpool (Uruguay);L;2009;9
Rampla Juniors Futbol Club;Racing Club;20/09/2009;0;0;F;Rampla Juniors Futbol Club (Uruguay);Racing Club (Uruguay);E;2009;9
CA Cerro;Central Espanol;27/09/2009;1;2;F;CA Cerro (Uruguay);Central Espanol (Uruguay);V;2009;9
Cerro Largo FC;Danubio;27/09/2009;2;3;F;Cerro Largo FC (Uruguay);Danubio (Uruguay);V;2009;9
Defensor Sporting;CA Fenix;27/09/2009;2;0;F;Defensor Sporting (Uruguay);CA Fenix (Uruguay);L;2009;9
Liverpool;CA Penarol;27/09/2009;2;2;F;Liverpool (Uruguay);CA Penarol (Uruguay);E;2009;9
Montevideo Wanderers;Club Atletico Atenas;27/09/2009;0;0;F;Montevideo Wanderers (Uruguay);Club Atletico Atenas (Uruguay);E;2009;9
Racing Club;Club Sportivo Cerrito;27/09/2009;1;1;F;Racing Club (Uruguay);Club Sportivo Cerrito (Uruguay);E;2009;9
River Plate;Nacional;27/09/2009;1;0;F;River Plate (Uruguay);Nacional (Uruguay);L;2009;9
Tacuarembo Futbol Club;Rampla Juniors Futbol Club;27/09/2009;0;1;F;Tacuarembo Futbol Club (Uruguay);Rampla Juniors Futbol Club (Uruguay);V;2009;9
CA Fenix;Liverpool;03/10/2009;1;1;F;CA Fenix (Uruguay);Liverpool (Uruguay);E;2009;10
Central Espanol;Montevideo Wanderers;03/10/2009;1;1;F;Central Espanol (Uruguay);Montevideo Wanderers (Uruguay);E;2009;10
Nacional;Racing Club;03/10/2009;3;2;F;Nacional (Uruguay);Racing Club (Uruguay);L;2009;10
CA Penarol;River Plate;04/10/2009;2;2;F;CA Penarol (Uruguay);River Plate (Uruguay);E;2009;10
Club Atletico Atenas;Cerro Largo FC;04/10/2009;2;0;F;Club Atletico Atenas (Uruguay);Cerro Largo FC (Uruguay);L;2009;10
Club Sportivo Cerrito;Tacuarembo Futbol Club;04/10/2009;2;0;F;Club Sportivo Cerrito (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2009;10
Danubio;CA Cerro;04/10/2009;4;2;F;Danubio (Uruguay);CA Cerro (Uruguay);L;2009;10
Rampla Juniors Futbol Club;Defensor Sporting;04/10/2009;1;3;F;Rampla Juniors Futbol Club (Uruguay);Defensor Sporting (Uruguay);V;2009;10
Liverpool;Rampla Juniors Futbol Club;17/10/2009;3;1;F;Liverpool (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2009;10
Montevideo Wanderers;Nacional;17/10/2009;4;0;F;Montevideo Wanderers (Uruguay);Nacional (Uruguay);L;2009;10
River Plate;Club Atletico Atenas;17/10/2009;1;0;F;River Plate (Uruguay);Club Atletico Atenas (Uruguay);L;2009;10
Tacuarembo Futbol Club;Central Espanol;17/10/2009;3;1;F;Tacuarembo Futbol Club (Uruguay);Central Espanol (Uruguay);L;2009;10
CA Cerro;CA Fenix;18/10/2009;3;2;F;CA Cerro (Uruguay);CA Fenix (Uruguay);L;2009;10
Cerro Largo FC;CA Penarol;18/10/2009;1;2;F;Cerro Largo FC (Uruguay);CA Penarol (Uruguay);V;2009;10
Defensor Sporting;Club Sportivo Cerrito;18/10/2009;1;0;F;Defensor Sporting (Uruguay);Club Sportivo Cerrito (Uruguay);L;2009;10
Racing Club;Danubio;18/10/2009;1;2;F;Racing Club (Uruguay);Danubio (Uruguay);V;2009;10
Racing Club;Montevideo Wanderers;21/10/2009;0;4;F;Racing Club (Uruguay);Montevideo Wanderers (Uruguay);V;2009;10
Rampla Juniors Futbol Club;CA Fenix;21/10/2009;2;1;F;Rampla Juniors Futbol Club (Uruguay);CA Fenix (Uruguay);L;2009;10
Club Sportivo Cerrito;Danubio;22/10/2009;2;2;F;Club Sportivo Cerrito (Uruguay);Danubio (Uruguay);E;2009;10
Liverpool;Tacuarembo Futbol Club;22/10/2009;7;1;F;Liverpool (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2009;10
Nacional;Club Atletico Atenas;22/10/2009;5;0;F;Nacional (Uruguay);Club Atletico Atenas (Uruguay);L;2009;10
Central Espanol;CA Penarol;23/10/2009;2;3;F;Central Espanol (Uruguay);CA Penarol (Uruguay);V;2009;10
Defensor Sporting;Cerro Largo FC;23/10/2009;0;0;F;Defensor Sporting (Uruguay);Cerro Largo FC (Uruguay);E;2009;10
CA Penarol;Rampla Juniors Futbol Club;27/10/2009;3;0;F;CA Penarol (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2009;10
Danubio;Club Atletico Atenas;27/10/2009;0;1;F;Danubio (Uruguay);Club Atletico Atenas (Uruguay);V;2009;10
CA Fenix;Club Sportivo Cerrito;28/10/2009;0;0;F;CA Fenix (Uruguay);Club Sportivo Cerrito (Uruguay);E;2009;10
Cerro Largo FC;Racing Club;28/10/2009;1;3;F;Cerro Largo FC (Uruguay);Racing Club (Uruguay);V;2009;10
Montevideo Wanderers;CA Cerro;28/10/2009;3;1;F;Montevideo Wanderers (Uruguay);CA Cerro (Uruguay);L;2009;10
Nacional;Central Espanol;28/10/2009;5;1;F;Nacional (Uruguay);Central Espanol (Uruguay);L;2009;10
River Plate;Liverpool;28/10/2009;1;4;F;River Plate (Uruguay);Liverpool (Uruguay);V;2009;10
Tacuarembo Futbol Club;Defensor Sporting;28/10/2009;0;1;F;Tacuarembo Futbol Club (Uruguay);Defensor Sporting (Uruguay);V;2009;10
CA Penarol;Defensor Sporting;31/10/2009;1;1;F;CA Penarol (Uruguay);Defensor Sporting (Uruguay);E;2009;10
Club Sportivo Cerrito;River Plate;31/10/2009;1;1;F;Club Sportivo Cerrito (Uruguay);River Plate (Uruguay);E;2009;10
CA Fenix;Tacuarembo Futbol Club;01/11/2009;0;2;F;CA Fenix (Uruguay);Tacuarembo Futbol Club (Uruguay);V;2009;11
Central Espanol;Liverpool;01/11/2009;0;0;F;Central Espanol (Uruguay);Liverpool (Uruguay);E;2009;11
Club Atletico Atenas;Racing Club;01/11/2009;0;5;F;Club Atletico Atenas (Uruguay);Racing Club (Uruguay);V;2009;11
Danubio;Montevideo Wanderers;01/11/2009;2;3;F;Danubio (Uruguay);Montevideo Wanderers (Uruguay);V;2009;11
Nacional;CA Cerro;01/11/2009;2;0;F;Nacional (Uruguay);CA Cerro (Uruguay);L;2009;11
Rampla Juniors Futbol Club;Cerro Largo FC;01/11/2009;0;3;F;Rampla Juniors Futbol Club (Uruguay);Cerro Largo FC (Uruguay);V;2009;11
Club Atletico Atenas;Central Espanol;07/11/2009;0;0;F;Club Atletico Atenas (Uruguay);Central Espanol (Uruguay);E;2009;11
Defensor Sporting;Racing Club;07/11/2009;1;1;F;Defensor Sporting (Uruguay);Racing Club (Uruguay);E;2009;11
Nacional;Rampla Juniors Futbol Club;07/11/2009;3;0;F;Nacional (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2009;11
CA Fenix;Danubio;08/11/2009;4;1;F;CA Fenix (Uruguay);Danubio (Uruguay);L;2009;11
Cerro Largo FC;Montevideo Wanderers;08/11/2009;0;0;F;Cerro Largo FC (Uruguay);Montevideo Wanderers (Uruguay);E;2009;11
Club Sportivo Cerrito;CA Penarol;08/11/2009;2;2;F;Club Sportivo Cerrito (Uruguay);CA Penarol (Uruguay);E;2009;11
Liverpool;CA Cerro;08/11/2009;2;0;F;Liverpool (Uruguay);CA Cerro (Uruguay);L;2009;11
Tacuarembo Futbol Club;River Plate;08/11/2009;2;1;F;Tacuarembo Futbol Club (Uruguay);River Plate (Uruguay);L;2009;11
CA Penarol;CA Fenix;21/11/2009;1;0;F;CA Penarol (Uruguay);CA Fenix (Uruguay);L;2009;11
Racing Club;Tacuarembo Futbol Club;21/11/2009;4;1;F;Racing Club (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2009;11
Rampla Juniors Futbol Club;Club Atletico Atenas;21/11/2009;4;1;F;Rampla Juniors Futbol Club (Uruguay);Club Atletico Atenas (Uruguay);L;2009;11
CA Cerro;Defensor Sporting;22/11/2009;1;4;F;CA Cerro (Uruguay);Defensor Sporting (Uruguay);V;2009;11
Central Espanol;Club Sportivo Cerrito;22/11/2009;2;2;F;Central Espanol (Uruguay);Club Sportivo Cerrito (Uruguay);E;2009;11
Danubio;Nacional;22/11/2009;0;2;F;Danubio (Uruguay);Nacional (Uruguay);V;2009;11
Montevideo Wanderers;Liverpool;22/11/2009;0;0;F;Montevideo Wanderers (Uruguay);Liverpool (Uruguay);E;2009;11
River Plate;Cerro Largo FC;25/11/2009;1;4;F;River Plate (Uruguay);Cerro Largo FC (Uruguay);V;2009;11
CA Cerro;River Plate;01/12/2009;2;3;F;CA Cerro (Uruguay);River Plate (Uruguay);V;2009;12
CA Fenix;Club Atletico Atenas;05/12/2009;1;4;F;CA Fenix (Uruguay);Club Atletico Atenas (Uruguay);V;2009;12
Danubio;Central Espanol;05/12/2009;2;0;F;Danubio (Uruguay);Central Espanol (Uruguay);L;2009;12
Liverpool;Racing Club;05/12/2009;2;0;F;Liverpool (Uruguay);Racing Club (Uruguay);L;2009;12
Rampla Juniors Futbol Club;Club Sportivo Cerrito;05/12/2009;1;0;F;Rampla Juniors Futbol Club (Uruguay);Club Sportivo Cerrito (Uruguay);L;2009;12
Tacuarembo Futbol Club;Montevideo Wanderers;05/12/2009;1;2;F;Tacuarembo Futbol Club (Uruguay);Montevideo Wanderers (Uruguay);V;2009;12
CA Cerro;Cerro Largo FC;06/12/2009;1;1;F;CA Cerro (Uruguay);Cerro Largo FC (Uruguay);E;2009;12
Nacional;CA Penarol;06/12/2009;3;0;F;Nacional (Uruguay);CA Penarol (Uruguay);L;2009;12
River Plate;Defensor Sporting;06/12/2009;1;2;F;River Plate (Uruguay);Defensor Sporting (Uruguay);V;2009;12
CA Penarol;Danubio;09/12/2009;2;3;F;CA Penarol (Uruguay);Danubio (Uruguay);V;2009;12
Central Espanol;Rampla Juniors Futbol Club;09/12/2009;0;3;F;Central Espanol (Uruguay);Rampla Juniors Futbol Club (Uruguay);V;2009;12
Cerro Largo FC;Liverpool;09/12/2009;1;0;F;Cerro Largo FC (Uruguay);Liverpool (Uruguay);L;2009;12
Club Atletico Atenas;Club Sportivo Cerrito;09/12/2009;0;1;F;Club Atletico Atenas (Uruguay);Club Sportivo Cerrito (Uruguay);V;2009;12
Montevideo Wanderers;Defensor Sporting;09/12/2009;2;2;F;Montevideo Wanderers (Uruguay);Defensor Sporting (Uruguay);E;2009;12
CA Cerro;Tacuarembo Futbol Club;10/12/2009;1;1;F;CA Cerro (Uruguay);Tacuarembo Futbol Club (Uruguay);E;2009;12
Racing Club;River Plate;10/12/2009;0;2;F;Racing Club (Uruguay);River Plate (Uruguay);V;2009;12
CA Fenix;Nacional;11/12/2009;0;1;F;CA Fenix (Uruguay);Nacional (Uruguay);V;2009;12
Club Atletico Atenas;CA Penarol;12/12/2009;0;5;F;Club Atletico Atenas (Uruguay);CA Penarol (Uruguay);V;2009;12
Rampla Juniors Futbol Club;Danubio;12/12/2009;2;0;F;Rampla Juniors Futbol Club (Uruguay);Danubio (Uruguay);L;2009;12
Central Espanol;CA Fenix;13/12/2009;1;0;F;Central Espanol (Uruguay);CA Fenix (Uruguay);L;2009;12
Club Sportivo Cerrito;Nacional;13/12/2009;2;5;F;Club Sportivo Cerrito (Uruguay);Nacional (Uruguay);V;2009;12
Defensor Sporting;Liverpool;13/12/2009;2;2;F;Defensor Sporting (Uruguay);Liverpool (Uruguay);E;2009;12
Racing Club;CA Cerro;13/12/2009;3;3;F;Racing Club (Uruguay);CA Cerro (Uruguay);E;2009;12
River Plate;Montevideo Wanderers;13/12/2009;2;1;F;River Plate (Uruguay);Montevideo Wanderers (Uruguay);L;2009;12
Tacuarembo Futbol Club;Cerro Largo FC;13/12/2009;3;0;F;Tacuarembo Futbol Club (Uruguay);Cerro Largo FC (Uruguay);L;2009;12
Club Atletico Atenas;Defensor Sporting;23/01/2010;3;1;F;Club Atletico Atenas (Uruguay);Defensor Sporting (Uruguay);L;2010;1
Club Sportivo Cerrito;Liverpool;23/01/2010;1;4;F;Club Sportivo Cerrito (Uruguay);Liverpool (Uruguay);V;2010;1
Nacional;Cerro Largo FC;23/01/2010;3;1;F;Nacional (Uruguay);Cerro Largo FC (Uruguay);L;2010;1
River Plate;CA Fenix;23/01/2010;0;1;F;River Plate (Uruguay);CA Fenix (Uruguay);V;2010;1
CA Penarol;Montevideo Wanderers;24/01/2010;4;2;F;CA Penarol (Uruguay);Montevideo Wanderers (Uruguay);L;2010;1
Danubio;Tacuarembo Futbol Club;24/01/2010;4;5;F;Danubio (Uruguay);Tacuarembo Futbol Club (Uruguay);V;2010;1
Rampla Juniors Futbol Club;CA Cerro;24/01/2010;2;2;F;Rampla Juniors Futbol Club (Uruguay);CA Cerro (Uruguay);E;2010;1
CA Cerro;CA Penarol;30/01/2010;1;2;F;CA Cerro (Uruguay);CA Penarol (Uruguay);V;2010;1
Club Sportivo Cerrito;Cerro Largo FC;30/01/2010;1;1;F;Club Sportivo Cerrito (Uruguay);Cerro Largo FC (Uruguay);E;2010;1
Rampla Juniors Futbol Club;Montevideo Wanderers;30/01/2010;2;1;F;Rampla Juniors Futbol Club (Uruguay);Montevideo Wanderers (Uruguay);L;2010;1
Tacuarembo Futbol Club;Nacional;30/01/2010;1;1;F;Tacuarembo Futbol Club (Uruguay);Nacional (Uruguay);E;2010;1
Club Atletico Atenas;Liverpool;31/01/2010;1;2;F;Club Atletico Atenas (Uruguay);Liverpool (Uruguay);V;2010;1
Defensor Sporting;Danubio;31/01/2010;0;1;F;Defensor Sporting (Uruguay);Danubio (Uruguay);V;2010;1
River Plate;Central Espanol;31/01/2010;3;3;F;River Plate (Uruguay);Central Espanol (Uruguay);E;2010;1
CA Fenix;Montevideo Wanderers;06/02/2010;2;1;F;CA Fenix (Uruguay);Montevideo Wanderers (Uruguay);L;2010;2
Central Espanol;Cerro Largo FC;06/02/2010;1;2;F;Central Espanol (Uruguay);Cerro Largo FC (Uruguay);V;2010;2
