home,away,date,gh,ga,full_time,winner,year,month
Montevideo Wanderers,Central Espanol,1934-08-18,2,0,F,L,1934,8
Nacional,Defensor Sporting,1934-08-18,3,0,F,L,1934,8
Rampla Juniors Futbol Club,River Plate,1934-08-18,1,1,F,E,1934,8
CA Penarol,Defensor Sporting,1934-08-25,2,0,F,L,1934,8
Montevideo Wanderers,Racing Club,1934-08-25,0,2,F,V,1934,8
Nacional,Bella Vista,1934-08-25,3,0,F,L,1934,8
Rampla Juniors Futbol Club,Institucion Atletica Sud America,1934-08-25,4,0,F,L,1934,8
River Plate,Central Espanol,1934-08-25,2,2,F,E,1934,8
Bella Vista,Institucion Atletica Sud America,1934-09-01,0,1,F,V,1934,9
CA Penarol,Rampla Juniors Futbol Club,1934-09-01,3,2,F,L,1934,9
Defensor Sporting,Central Espanol,1934-09-01,1,2,F,V,1934,9
Montevideo Wanderers,Nacional,1934-09-01,0,2,F,V,1934,9
Racing Club,River Plate,1934-09-01,2,1,F,L,1934,9
Bella Vista,Rampla Juniors Futbol Club,1934-09-08,1,3,F,V,1934,9
CA Penarol,Racing Club,1934-09-08,5,3,F,L,1934,9
Central Espanol,Nacional,1934-09-08,1,2,F,V,1934,9
Defensor Sporting,River Plate,1934-09-08,0,1,F,V,1934,9
Institucion Atletica Sud America,Montevideo Wanderers,1934-09-08,0,4,F,V,1934,9
Bella Vista,Central Espanol,1934-09-15,0,1,F,V,1934,9
Montevideo Wanderers,CA Penarol,1934-09-15,2,2,F,E,1934,9
Racing Club,Defensor Sporting,1934-09-15,0,1,F,V,1934,9
Rampla Juniors Futbol Club,Nacional,1934-09-15,0,4,F,V,1934,9
River Plate,Institucion Atletica Sud America,1934-09-15,0,0,F,E,1934,9
Bella Vista,Defensor Sporting,1934-09-22,1,4,F,V,1934,9
CA Penarol,Central Espanol,1934-09-22,3,3,F,E,1934,9
Institucion Atletica Sud America,Racing Club,1934-09-22,6,1,F,L,1934,9
Montevideo Wanderers,Rampla Juniors Futbol Club,1934-09-22,0,2,F,V,1934,9
Nacional,River Plate,1934-09-22,0,1,F,V,1934,9
Defensor Sporting,Montevideo Wanderers,1934-09-29,1,1,F,E,1934,9
Institucion Atletica Sud America,Central Espanol,1934-09-29,2,2,F,E,1934,9
Nacional,CA Penarol,1934-09-29,1,1,F,E,1934,9
Rampla Juniors Futbol Club,Racing Club,1934-09-29,4,4,F,E,1934,9
River Plate,Bella Vista,1934-09-29,1,0,F,L,1934,9
CA Penarol,Central Espanol,1935-03-02,2,0,F,L,1935,3
Defensor Sporting,Institucion Atletica Sud America,1935-03-02,2,0,F,L,1935,3
Nacional,Rampla Juniors Futbol Club,1935-03-02,3,1,F,L,1935,3
Racing Club,Bella Vista,1935-03-02,4,2,F,L,1935,3
River Plate,Montevideo Wanderers,1935-03-02,0,2,F,V,1935,3
CA Penarol,Bella Vista,1935-03-09,2,1,F,L,1935,3
Central Espanol,Rampla Juniors Futbol Club,1935-03-09,1,2,F,V,1935,3
Institucion Atletica Sud America,River Plate,1935-03-09,2,2,F,E,1935,3
Montevideo Wanderers,Racing Club,1935-03-09,3,2,F,L,1935,3
Nacional,Defensor Sporting,1935-03-09,3,1,F,L,1935,3
CA Penarol,Montevideo Wanderers,1935-03-16,1,0,F,L,1935,3
Defensor Sporting,Bella Vista,1935-03-16,5,1,F,L,1935,3
Nacional,Racing Club,1935-03-16,3,0,F,L,1935,3
Rampla Juniors Futbol Club,Institucion Atletica Sud America,1935-03-16,0,0,F,E,1935,3
River Plate,Central Espanol,1935-03-16,2,2,F,E,1935,3
Bella Vista,River Plate,1935-03-23,2,3,F,V,1935,3
CA Penarol,Defensor Sporting,1935-03-23,1,0,F,L,1935,3
Institucion Atletica Sud America,Nacional,1935-03-23,1,0,F,L,1935,3
Montevideo Wanderers,Central Espanol,1935-03-23,2,0,F,L,1935,3
Racing Club,Rampla Juniors Futbol Club,1935-03-23,1,2,F,V,1935,3
Central Espanol,Nacional,1935-03-30,0,0,F,E,1935,3
Institucion Atletica Sud America,Bella Vista,1935-03-30,4,1,F,L,1935,3
Racing Club,Defensor Sporting,1935-03-30,1,2,F,V,1935,3
Rampla Juniors Futbol Club,Montevideo Wanderers,1935-03-30,1,3,F,V,1935,3
River Plate,CA Penarol,1935-03-30,2,0,F,L,1935,3
CA Penarol,Institucion Atletica Sud America,1935-04-06,3,0,F,L,1935,4
Montevideo Wanderers,Defensor Sporting,1935-04-06,3,3,F,E,1935,4
Nacional,Bella Vista,1935-04-06,3,0,F,L,1935,4
Racing Club,Central Espanol,1935-04-06,1,1,F,E,1935,4
River Plate,Rampla Juniors Futbol Club,1935-04-06,1,2,F,V,1935,4
CA Penarol,Racing Club,1935-04-13,3,1,F,L,1935,4
Defensor Sporting,River Plate,1935-04-13,2,1,F,L,1935,4
Institucion Atletica Sud America,Central Espanol,1935-04-13,0,0,F,E,1935,4
Nacional,Montevideo Wanderers,1935-04-13,1,0,F,L,1935,4
Rampla Juniors Futbol Club,Bella Vista,1935-04-13,3,1,F,L,1935,4
Bella Vista,Central Espanol,1935-04-20,1,3,F,V,1935,4
CA Penarol,Nacional,1935-04-20,2,1,F,L,1935,4
Defensor Sporting,Rampla Juniors Futbol Club,1935-04-20,2,1,F,L,1935,4
Montevideo Wanderers,Institucion Atletica Sud America,1935-04-20,2,0,F,L,1935,4
Racing Club,River Plate,1935-04-20,3,2,F,L,1935,4
Bella Vista,Montevideo Wanderers,1935-04-27,2,2,F,E,1935,4
CA Penarol,Rampla Juniors Futbol Club,1935-04-27,2,0,F,L,1935,4
Central Espanol,Defensor Sporting,1935-04-27,2,1,F,L,1935,4
Institucion Atletica Sud America,Racing Club,1935-04-27,1,0,F,L,1935,4
River Plate,Nacional,1935-04-27,0,3,F,V,1935,4
Bella Vista,Racing Club,1935-05-04,3,2,F,L,1935,5
Central Espanol,CA Penarol,1935-05-04,1,3,F,V,1935,5
Institucion Atletica Sud America,Defensor Sporting,1935-05-04,0,3,F,V,1935,5
Montevideo Wanderers,River Plate,1935-05-04,1,1,F,E,1935,5
Rampla Juniors Futbol Club,Nacional,1935-05-04,0,1,F,V,1935,5
Bella Vista,CA Penarol,1935-05-11,0,4,F,V,1935,5
Defensor Sporting,Nacional,1935-05-11,1,2,F,V,1935,5
Montevideo Wanderers,Racing Club,1935-05-11,1,0,F,L,1935,5
Rampla Juniors Futbol Club,Central Espanol,1935-05-11,6,0,F,L,1935,5
River Plate,Institucion Atletica Sud America,1935-05-11,4,3,F,L,1935,5
Bella Vista,Defensor Sporting,1935-05-18,1,3,F,V,1935,5
Central Espanol,River Plate,1935-05-18,2,1,F,L,1935,5
Institucion Atletica Sud America,Rampla Juniors Futbol Club,1935-05-18,1,1,F,E,1935,5
Montevideo Wanderers,CA Penarol,1935-05-18,1,1,F,E,1935,5
Racing Club,Nacional,1935-05-18,1,2,F,V,1935,5
Central Espanol,Montevideo Wanderers,1935-05-25,1,2,F,V,1935,5
Defensor Sporting,CA Penarol,1935-05-25,0,3,F,V,1935,5
Nacional,Institucion Atletica Sud America,1935-05-25,3,0,F,L,1935,5
Rampla Juniors Futbol Club,Racing Club,1935-05-25,3,1,F,L,1935,5
River Plate,Bella Vista,1935-05-25,3,2,F,L,1935,5
Bella Vista,Institucion Atletica Sud America,1935-06-01,1,2,F,V,1935,6
Defensor Sporting,Racing Club,1935-06-01,1,1,F,E,1935,6
Montevideo Wanderers,Rampla Juniors Futbol Club,1935-06-01,3,2,F,L,1935,6
Nacional,Central Espanol,1935-06-01,1,0,F,L,1935,6
River Plate,CA Penarol,1935-06-01,1,2,F,V,1935,6
Bella Vista,Nacional,1935-06-08,1,5,F,V,1935,6
Central Espanol,Racing Club,1935-06-08,0,1,F,V,1935,6
Defensor Sporting,Montevideo Wanderers,1935-06-08,0,1,F,V,1935,6
Institucion Atletica Sud America,CA Penarol,1935-06-08,0,3,F,V,1935,6
Rampla Juniors Futbol Club,River Plate,1935-06-08,1,2,F,V,1935,6
Bella Vista,Rampla Juniors Futbol Club,1935-06-15,2,1,F,L,1935,6
Central Espanol,Institucion Atletica Sud America,1935-06-15,1,2,F,V,1935,6
Montevideo Wanderers,Nacional,1935-06-15,0,3,F,V,1935,6
Racing Club,CA Penarol,1935-06-15,0,1,F,V,1935,6
River Plate,Defensor Sporting,1935-06-15,3,2,F,L,1935,6
Central Espanol,Bella Vista,1935-06-22,3,0,F,L,1935,6
Institucion Atletica Sud America,Montevideo Wanderers,1935-06-22,1,1,F,E,1935,6
Nacional,CA Penarol,1935-06-22,0,3,F,V,1935,6
Rampla Juniors Futbol Club,Defensor Sporting,1935-06-22,5,1,F,L,1935,6
River Plate,Racing Club,1935-06-22,2,1,F,L,1935,6
Defensor Sporting,Central Espanol,1935-06-29,2,0,F,L,1935,6
Montevideo Wanderers,Bella Vista,1935-06-29,3,1,F,L,1935,6
Nacional,River Plate,1935-06-29,2,0,F,L,1935,6
Racing Club,Institucion Atletica Sud America,1935-06-29,1,2,F,V,1935,6
Rampla Juniors Futbol Club,CA Penarol,1935-06-29,1,0,F,L,1935,6
CA Penarol,Defensor Sporting,1936-03-07,4,2,F,L,1936,3
Central Espanol,Bella Vista,1936-03-07,3,1,F,L,1936,3
Institucion Atletica Sud America,Montevideo Wanderers,1936-03-07,0,0,F,E,1936,3
Rampla Juniors Futbol Club,Nacional,1936-03-07,4,5,F,V,1936,3
River Plate,Racing Club,1936-03-07,1,0,F,L,1936,3
CA Penarol,Bella Vista,1936-03-14,2,0,F,L,1936,3
Institucion Atletica Sud America,Racing Club,1936-03-14,1,1,F,E,1936,3
Montevideo Wanderers,Rampla Juniors Futbol Club,1936-03-14,1,1,F,E,1936,3
Nacional,Central Espanol,1936-03-14,2,1,F,L,1936,3
River Plate,Defensor Sporting,1936-03-14,3,1,F,L,1936,3
CA Penarol,River Plate,1936-03-21,2,0,F,L,1936,3
Institucion Atletica Sud America,Central Espanol,1936-03-21,2,1,F,L,1936,3
Montevideo Wanderers,Bella Vista,1936-03-21,1,1,F,E,1936,3
Nacional,Racing Club,1936-03-21,1,0,F,L,1936,3
Rampla Juniors Futbol Club,Defensor Sporting,1936-03-21,2,1,F,L,1936,3
Bella Vista,River Plate,1936-03-28,4,1,F,L,1936,3
CA Penarol,Montevideo Wanderers,1936-03-28,2,1,F,L,1936,3
Defensor Sporting,Racing Club,1936-03-28,1,3,F,V,1936,3
Institucion Atletica Sud America,Nacional,1936-03-28,2,1,F,L,1936,3
Rampla Juniors Futbol Club,Central Espanol,1936-03-28,2,2,F,E,1936,3
Bella Vista,Racing Club,1936-04-04,0,2,F,V,1936,4
CA Penarol,Institucion Atletica Sud America,1936-04-04,1,0,F,L,1936,4
Defensor Sporting,Central Espanol,1936-04-04,0,1,F,V,1936,4
Nacional,Montevideo Wanderers,1936-04-04,1,0,F,L,1936,4
River Plate,Rampla Juniors Futbol Club,1936-04-04,1,0,F,L,1936,4
CA Penarol,Racing Club,1936-04-11,5,1,F,L,1936,4
Central Espanol,Montevideo Wanderers,1936-04-11,3,0,F,L,1936,4
Institucion Atletica Sud America,Defensor Sporting,1936-04-11,1,2,F,V,1936,4
Rampla Juniors Futbol Club,Bella Vista,1936-04-11,1,3,F,V,1936,4
River Plate,Nacional,1936-04-11,1,2,F,V,1936,4
CA Penarol,Central Espanol,1936-04-18,3,2,F,L,1936,4
Defensor Sporting,Montevideo Wanderers,1936-04-18,0,1,F,V,1936,4
Nacional,Bella Vista,1936-04-18,7,1,F,L,1936,4
Racing Club,Rampla Juniors Futbol Club,1936-04-18,1,1,F,E,1936,4
River Plate,Institucion Atletica Sud America,1936-04-18,3,1,F,L,1936,4
Bella Vista,Defensor Sporting,1936-04-25,0,0,F,E,1936,4
CA Penarol,Nacional,1936-04-25,4,0,F,L,1936,4
Central Espanol,Racing Club,1936-04-25,2,1,F,L,1936,4
Montevideo Wanderers,River Plate,1936-04-25,3,2,F,L,1936,4
Rampla Juniors Futbol Club,Institucion Atletica Sud America,1936-04-25,1,0,F,L,1936,4
Bella Vista,Institucion Atletica Sud America,1936-05-02,0,1,F,V,1936,5
Montevideo Wanderers,Racing Club,1936-05-02,5,2,F,L,1936,5
Nacional,Defensor Sporting,1936-05-02,1,0,F,L,1936,5
Rampla Juniors Futbol Club,CA Penarol,1936-05-02,1,0,F,L,1936,5
River Plate,Central Espanol,1936-05-02,2,0,F,L,1936,5
Bella Vista,Central Espanol,1936-05-09,2,1,F,L,1936,5
Defensor Sporting,CA Penarol,1936-05-09,1,3,F,V,1936,5
Montevideo Wanderers,Institucion Atletica Sud America,1936-05-09,4,0,F,L,1936,5
Nacional,Rampla Juniors Futbol Club,1936-05-09,1,2,F,V,1936,5
Racing Club,River Plate,1936-05-09,0,1,F,V,1936,5
Bella Vista,CA Penarol,1936-05-16,1,3,F,V,1936,5
Central Espanol,Nacional,1936-05-16,0,2,F,V,1936,5
Defensor Sporting,River Plate,1936-05-16,2,2,F,E,1936,5
Racing Club,Institucion Atletica Sud America,1936-05-16,1,2,F,V,1936,5
Rampla Juniors Futbol Club,Montevideo Wanderers,1936-05-16,5,2,F,L,1936,5
Bella Vista,Montevideo Wanderers,1936-05-23,0,1,F,V,1936,5
Central Espanol,Institucion Atletica Sud America,1936-05-23,2,2,F,E,1936,5
Defensor Sporting,Rampla Juniors Futbol Club,1936-05-23,1,0,F,L,1936,5
Racing Club,Nacional,1936-05-23,1,4,F,V,1936,5
River Plate,CA Penarol,1936-05-23,1,0,F,L,1936,5
Central Espanol,Rampla Juniors Futbol Club,1936-05-30,2,3,F,V,1936,5
Montevideo Wanderers,CA Penarol,1936-05-30,0,1,F,V,1936,5
Nacional,Institucion Atletica Sud America,1936-05-30,0,0,F,E,1936,5
Racing Club,Defensor Sporting,1936-05-30,3,4,F,V,1936,5
River Plate,Bella Vista,1936-05-30,2,1,F,L,1936,5
Central Espanol,Defensor Sporting,1936-06-06,1,0,F,L,1936,6
Institucion Atletica Sud America,CA Penarol,1936-06-06,0,2,F,V,1936,6
Montevideo Wanderers,Nacional,1936-06-06,0,4,F,V,1936,6
Racing Club,Bella Vista,1936-06-06,1,4,F,V,1936,6
Rampla Juniors Futbol Club,River Plate,1936-06-06,2,1,F,L,1936,6
Bella Vista,Rampla Juniors Futbol Club,1936-06-13,1,2,F,V,1936,6
Defensor Sporting,Institucion Atletica Sud America,1936-06-13,3,3,F,E,1936,6
Montevideo Wanderers,Central Espanol,1936-06-13,4,1,F,L,1936,6
Nacional,River Plate,1936-06-13,1,1,F,E,1936,6
Racing Club,CA Penarol,1936-06-13,1,1,F,E,1936,6
Bella Vista,Nacional,1936-06-20,2,3,F,V,1936,6
Central Espanol,CA Penarol,1936-06-20,0,3,F,V,1936,6
Institucion Atletica Sud America,River Plate,1936-06-20,2,3,F,V,1936,6
Montevideo Wanderers,Defensor Sporting,1936-06-20,4,1,F,L,1936,6
Rampla Juniors Futbol Club,Racing Club,1936-06-20,5,0,F,L,1936,6
Defensor Sporting,Bella Vista,1936-06-27,3,1,F,L,1936,6
Institucion Atletica Sud America,Rampla Juniors Futbol Club,1936-06-27,1,2,F,V,1936,6
Nacional,CA Penarol,1936-06-27,1,1,F,E,1936,6
Racing Club,Central Espanol,1936-06-27,0,1,F,V,1936,6
River Plate,Montevideo Wanderers,1936-06-27,3,2,F,L,1936,6
CA Penarol,Rampla Juniors Futbol Club,1936-08-01,3,0,F,L,1936,8
Central Espanol,River Plate,1936-08-01,1,1,F,E,1936,8
Defensor Sporting,Nacional,1936-08-01,2,4,F,V,1936,8
Institucion Atletica Sud America,Bella Vista,1936-08-01,2,4,F,V,1936,8
Racing Club,Montevideo Wanderers,1936-08-01,0,3,F,V,1936,8
Bella Vista,CA Penarol,1937-03-06,1,0,F,L,1937,3
Institucion Atletica Sud America,Montevideo Wanderers,1937-03-06,2,1,F,L,1937,3
Racing Club,Central Espanol,1937-03-06,2,2,F,E,1937,3
Rampla Juniors Futbol Club,Defensor Sporting,1937-03-06,4,3,F,L,1937,3
River Plate,Nacional,1937-03-06,0,1,F,V,1937,3
CA Penarol,Institucion Atletica Sud America,1937-03-13,1,0,F,L,1937,3
Defensor Sporting,River Plate,1937-03-13,0,2,F,V,1937,3
Montevideo Wanderers,Nacional,1937-03-13,1,1,F,E,1937,3
Racing Club,Bella Vista,1937-03-13,1,0,F,L,1937,3
Rampla Juniors Futbol Club,Central Espanol,1937-03-13,4,1,F,L,1937,3
Bella Vista,River Plate,1937-03-20,2,0,F,L,1937,3
CA Penarol,Rampla Juniors Futbol Club,1937-03-20,1,0,F,L,1937,3
Central Espanol,Institucion Atletica Sud America,1937-03-20,3,1,F,L,1937,3
Nacional,Defensor Sporting,1937-03-20,0,0,F,E,1937,3
Racing Club,Montevideo Wanderers,1937-03-20,0,2,F,V,1937,3
CA Penarol,Central Espanol,1937-03-27,4,2,F,L,1937,3
Institucion Atletica Sud America,Bella Vista,1937-03-27,5,2,F,L,1937,3
Montevideo Wanderers,Defensor Sporting,1937-03-27,1,2,F,V,1937,3
Nacional,Racing Club,1937-03-27,2,1,F,L,1937,3
River Plate,Rampla Juniors Futbol Club,1937-03-27,1,1,F,E,1937,3
CA Penarol,Racing Club,1937-04-03,3,1,F,L,1937,4
Defensor Sporting,Bella Vista,1937-04-03,3,3,F,E,1937,4
Montevideo Wanderers,Rampla Juniors Futbol Club,1937-04-03,2,3,F,V,1937,4
Nacional,Central Espanol,1937-04-03,1,0,F,L,1937,4
River Plate,Institucion Atletica Sud America,1937-04-03,2,1,F,L,1937,4
Bella Vista,Montevideo Wanderers,1937-04-10,1,4,F,V,1937,4
Central Espanol,River Plate,1937-04-10,1,2,F,V,1937,4
Defensor Sporting,CA Penarol,1937-04-10,1,3,F,V,1937,4
Institucion Atletica Sud America,Racing Club,1937-04-10,2,0,F,L,1937,4
Nacional,Rampla Juniors Futbol Club,1937-04-10,4,1,F,L,1937,4
Bella Vista,Rampla Juniors Futbol Club,1937-04-17,0,0,F,E,1937,4
Defensor Sporting,Central Espanol,1937-04-17,0,4,F,V,1937,4
Institucion Atletica Sud America,Nacional,1937-04-17,2,2,F,E,1937,4
Montevideo Wanderers,CA Penarol,1937-04-17,1,0,F,L,1937,4
River Plate,Racing Club,1937-04-17,2,2,F,E,1937,4
Bella Vista,Central Espanol,1937-04-24,0,1,F,V,1937,4
CA Penarol,Nacional,1937-04-24,2,2,F,E,1937,4
Montevideo Wanderers,River Plate,1937-04-24,2,3,F,V,1937,4
Racing Club,Defensor Sporting,1937-04-24,1,2,F,V,1937,4
Rampla Juniors Futbol Club,Institucion Atletica Sud America,1937-04-24,1,1,F,E,1937,4
CA Penarol,River Plate,1937-05-01,5,2,F,L,1937,5
Institucion Atletica Sud America,Defensor Sporting,1937-05-01,1,4,F,V,1937,5
Montevideo Wanderers,Central Espanol,1937-05-01,5,0,F,L,1937,5
Nacional,Bella Vista,1937-05-01,3,1,F,L,1937,5
Racing Club,Rampla Juniors Futbol Club,1937-05-01,1,0,F,L,1937,5
CA Penarol,Bella Vista,1937-05-08,4,1,F,L,1937,5
Central Espanol,Racing Club,1937-05-08,0,0,F,E,1937,5
Defensor Sporting,Rampla Juniors Futbol Club,1937-05-08,1,5,F,V,1937,5
Montevideo Wanderers,Institucion Atletica Sud America,1937-05-08,2,0,F,L,1937,5
Nacional,River Plate,1937-05-08,2,1,F,L,1937,5
Bella Vista,Racing Club,1937-05-15,2,3,F,V,1937,5
Central Espanol,Rampla Juniors Futbol Club,1937-05-15,2,2,F,E,1937,5
Institucion Atletica Sud America,CA Penarol,1937-05-15,1,4,F,V,1937,5
Nacional,Montevideo Wanderers,1937-05-15,1,1,F,E,1937,5
River Plate,Defensor Sporting,1937-05-15,6,1,F,L,1937,5
Defensor Sporting,Nacional,1937-05-22,1,2,F,V,1937,5
Institucion Atletica Sud America,Central Espanol,1937-05-22,3,2,F,L,1937,5
Montevideo Wanderers,Racing Club,1937-05-22,4,1,F,L,1937,5
Rampla Juniors Futbol Club,CA Penarol,1937-05-22,1,0,F,L,1937,5
River Plate,Bella Vista,1937-05-22,4,2,F,L,1937,5
Bella Vista,Institucion Atletica Sud America,1937-05-29,3,1,F,L,1937,5
Central Espanol,CA Penarol,1937-05-29,1,2,F,V,1937,5
Defensor Sporting,Montevideo Wanderers,1937-05-29,0,2,F,V,1937,5
Racing Club,Nacional,1937-05-29,1,2,F,V,1937,5
Rampla Juniors Futbol Club,River Plate,1937-05-29,4,5,F,V,1937,5
Bella Vista,Defensor Sporting,1937-06-05,6,1,F,L,1937,6
Central Espanol,Nacional,1937-06-05,1,4,F,V,1937,6
Institucion Atletica Sud America,River Plate,1937-06-05,1,1,F,E,1937,6
Racing Club,CA Penarol,1937-06-05,1,6,F,V,1937,6
Rampla Juniors Futbol Club,Montevideo Wanderers,1937-06-05,3,0,F,L,1937,6
CA Penarol,Defensor Sporting,1937-06-12,5,1,F,L,1937,6
Montevideo Wanderers,Bella Vista,1937-06-12,1,0,F,L,1937,6
Racing Club,Institucion Atletica Sud America,1937-06-12,1,1,F,E,1937,6
Rampla Juniors Futbol Club,Nacional,1937-06-12,1,5,F,V,1937,6
River Plate,Central Espanol,1937-06-12,2,4,F,V,1937,6
CA Penarol,Montevideo Wanderers,1937-06-19,4,2,F,L,1937,6
Central Espanol,Defensor Sporting,1937-06-19,2,1,F,L,1937,6
Nacional,Institucion Atletica Sud America,1937-06-19,2,0,F,L,1937,6
Racing Club,River Plate,1937-06-19,1,3,F,V,1937,6
Rampla Juniors Futbol Club,Bella Vista,1937-06-19,2,2,F,E,1937,6
Central Espanol,Bella Vista,1937-06-26,2,2,F,E,1937,6
Defensor Sporting,Racing Club,1937-06-26,3,5,F,V,1937,6
Institucion Atletica Sud America,Rampla Juniors Futbol Club,1937-06-26,0,0,F,E,1937,6
Nacional,CA Penarol,1937-06-26,0,4,F,V,1937,6
River Plate,Montevideo Wanderers,1937-06-26,0,0,F,E,1937,6
Bella Vista,Nacional,1937-08-07,1,1,F,E,1937,8
Central Espanol,Montevideo Wanderers,1937-08-07,1,2,F,V,1937,8
Defensor Sporting,Institucion Atletica Sud America,1937-08-07,6,2,F,L,1937,8
Rampla Juniors Futbol Club,Racing Club,1937-08-07,2,3,F,V,1937,8
River Plate,CA Penarol,1937-08-07,0,5,F,V,1937,8
CA Penarol,Liverpool,1938-03-05,2,0,F,L,1938,3
Central Espanol,Bella Vista,1938-03-05,1,1,F,E,1938,3
Institucion Atletica Sud America,Rampla Juniors Futbol Club,1938-03-05,4,2,F,L,1938,3
Racing Club,Montevideo Wanderers,1938-03-05,0,2,F,V,1938,3
River Plate,Nacional,1938-03-05,3,2,F,L,1938,3
Bella Vista,Institucion Atletica Sud America,1938-03-12,5,3,F,L,1938,3
CA Penarol,Defensor Sporting,1938-03-12,3,2,F,L,1938,3
Central Espanol,Liverpool,1938-03-12,5,3,F,L,1938,3
Nacional,Montevideo Wanderers,1938-03-12,2,0,F,L,1938,3
Rampla Juniors Futbol Club,Racing Club,1938-03-12,2,2,F,E,1938,3
CA Penarol,Bella Vista,1938-03-19,4,2,F,L,1938,3
Institucion Atletica Sud America,Racing Club,1938-03-19,3,1,F,L,1938,3
Liverpool,River Plate,1938-03-19,0,0,F,E,1938,3
Nacional,Central Espanol,1938-03-19,4,2,F,L,1938,3
Rampla Juniors Futbol Club,Defensor Sporting,1938-03-19,1,1,F,E,1938,3
CA Penarol,Institucion Atletica Sud America,1938-03-26,6,0,F,L,1938,3
Liverpool,Racing Club,1938-03-26,1,4,F,V,1938,3
Montevideo Wanderers,Bella Vista,1938-03-26,2,1,F,L,1938,3
Nacional,Rampla Juniors Futbol Club,1938-03-26,6,0,F,L,1938,3
River Plate,Defensor Sporting,1938-03-26,2,3,F,V,1938,3
Bella Vista,Rampla Juniors Futbol Club,1938-04-02,0,5,F,V,1938,4
CA Penarol,River Plate,1938-04-02,2,1,F,L,1938,4
Central Espanol,Defensor Sporting,1938-04-02,5,0,F,L,1938,4
Institucion Atletica Sud America,Montevideo Wanderers,1938-04-02,1,3,F,V,1938,4
Nacional,Liverpool,1938-04-02,3,0,F,L,1938,4
CA Penarol,Montevideo Wanderers,1938-04-09,1,2,F,V,1938,4
Defensor Sporting,Liverpool,1938-04-09,7,0,F,L,1938,4
Institucion Atletica Sud America,Central Espanol,1938-04-09,1,1,F,E,1938,4
Nacional,Racing Club,1938-04-09,1,0,F,L,1938,4
River Plate,Rampla Juniors Futbol Club,1938-04-09,1,0,F,L,1938,4
CA Penarol,Central Espanol,1938-04-16,2,2,F,E,1938,4
Defensor Sporting,Montevideo Wanderers,1938-04-16,0,0,F,E,1938,4
Liverpool,Institucion Atletica Sud America,1938-04-16,1,2,F,V,1938,4
Nacional,Bella Vista,1938-04-16,4,0,F,L,1938,4
Racing Club,River Plate,1938-04-16,0,0,F,E,1938,4
Bella Vista,River Plate,1938-04-23,0,0,F,E,1938,4
CA Penarol,Rampla Juniors Futbol Club,1938-04-23,4,2,F,L,1938,4
Defensor Sporting,Racing Club,1938-04-23,1,1,F,E,1938,4
Montevideo Wanderers,Central Espanol,1938-04-23,2,0,F,L,1938,4
Nacional,Institucion Atletica Sud America,1938-04-23,4,1,F,L,1938,4
Bella Vista,Defensor Sporting,1938-04-30,2,1,F,L,1938,4
CA Penarol,Nacional,1938-04-30,3,1,F,L,1938,4
Central Espanol,Racing Club,1938-04-30,1,1,F,E,1938,4
Rampla Juniors Futbol Club,Liverpool,1938-04-30,1,1,F,E,1938,4
River Plate,Montevideo Wanderers,1938-04-30,5,1,F,L,1938,4
CA Penarol,Racing Club,1938-05-07,3,1,F,L,1938,5
Central Espanol,River Plate,1938-05-07,2,1,F,L,1938,5
Defensor Sporting,Institucion Atletica Sud America,1938-05-07,3,0,F,L,1938,5
Liverpool,Bella Vista,1938-05-07,1,1,F,E,1938,5
Rampla Juniors Futbol Club,Montevideo Wanderers,1938-05-07,2,1,F,L,1938,5
Bella Vista,Racing Club,1938-05-14,0,0,F,E,1938,5
Montevideo Wanderers,Liverpool,1938-05-14,5,0,F,L,1938,5
Nacional,Defensor Sporting,1938-05-14,4,2,F,L,1938,5
Rampla Juniors Futbol Club,Central Espanol,1938-05-14,1,2,F,V,1938,5
River Plate,Institucion Atletica Sud America,1938-05-14,2,0,F,L,1938,5
Bella Vista,Central Espanol,1938-05-21,0,0,F,E,1938,5
Liverpool,CA Penarol,1938-05-21,1,2,F,V,1938,5
Montevideo Wanderers,Racing Club,1938-05-21,1,2,F,V,1938,5
Nacional,River Plate,1938-05-21,10,0,F,L,1938,5
