home,away,date,gh,ga,full_time,winner,year,month
Central Espanol,CA Progreso,1988-10-01,0,1,F,V,1988,10
Club Social Y Deportivo Huracan Buceo,Liverpool,1988-10-01,0,3,F,V,1988,10
Miramar Misiones,CA Penarol,1988-10-01,3,5,F,V,1988,10
Nacional,Danubio,1988-10-01,1,5,F,V,1988,10
River Plate,CA Cerro,1988-10-01,3,0,F,L,1988,10
Bella Vista,Club Social Y Deportivo Huracan Buceo,1989-03-04,1,1,F,E,1989,3
CA Cerro,Montevideo Wanderers,1989-03-04,1,0,F,L,1989,3
CA Progreso,River Plate,1989-03-04,2,1,F,L,1989,3
Central Espanol,Liverpool,1989-03-04,2,0,F,L,1989,3
Defensor Sporting,Rentistas,1989-03-04,0,0,F,E,1989,3
Nacional,CA Penarol,1989-03-04,2,0,F,L,1989,3
CA Penarol,Liverpool,1989-03-11,1,0,F,L,1989,3
CA Progreso,Danubio,1989-03-11,1,0,F,L,1989,3
Club Social Y Deportivo Huracan Buceo,Central Espanol,1989-03-11,2,1,F,L,1989,3
Defensor Sporting,CA Cerro,1989-03-11,1,0,F,L,1989,3
Nacional,Bella Vista,1989-03-11,1,1,F,E,1989,3
Rentistas,Montevideo Wanderers,1989-03-11,3,0,F,L,1989,3
Bella Vista,Central Espanol,1989-03-18,2,0,F,L,1989,3
CA Cerro,Club Social Y Deportivo Huracan Buceo,1989-03-18,1,0,F,L,1989,3
CA Penarol,River Plate,1989-03-18,2,0,F,L,1989,3
CA Progreso,Nacional,1989-03-18,3,1,F,L,1989,3
Danubio,Montevideo Wanderers,1989-03-18,4,1,F,L,1989,3
Liverpool,Rentistas,1989-03-18,1,0,F,L,1989,3
Bella Vista,CA Cerro,1989-03-25,1,0,F,L,1989,3
CA Penarol,Montevideo Wanderers,1989-03-25,4,1,F,L,1989,3
CA Progreso,Defensor Sporting,1989-03-25,1,0,F,L,1989,3
Central Espanol,Nacional,1989-03-25,1,1,F,E,1989,3
Danubio,Rentistas,1989-03-25,3,3,F,E,1989,3
River Plate,Club Social Y Deportivo Huracan Buceo,1989-03-25,2,0,F,L,1989,3
CA Cerro,Liverpool,1989-04-01,1,0,F,L,1989,4
CA Penarol,Rentistas,1989-04-01,1,0,F,L,1989,4
Central Espanol,River Plate,1989-04-01,1,1,F,E,1989,4
Club Social Y Deportivo Huracan Buceo,Danubio,1989-04-01,2,0,F,L,1989,4
Montevideo Wanderers,CA Progreso,1989-04-01,2,0,F,L,1989,4
Nacional,Defensor Sporting,1989-04-01,2,2,F,E,1989,4
CA Penarol,Bella Vista,1989-04-08,1,1,F,E,1989,4
CA Progreso,Club Social Y Deportivo Huracan Buceo,1989-04-08,1,0,F,L,1989,4
Danubio,CA Cerro,1989-04-08,1,1,F,E,1989,4
Defensor Sporting,Central Espanol,1989-04-08,1,1,F,E,1989,4
Nacional,Liverpool,1989-04-08,4,1,F,L,1989,4
Rentistas,River Plate,1989-04-08,1,0,F,L,1989,4
CA Progreso,CA Cerro,1989-04-15,3,2,F,L,1989,4
Defensor Sporting,Club Social Y Deportivo Huracan Buceo,1989-04-15,2,0,F,L,1989,4
Liverpool,River Plate,1989-04-15,1,0,F,L,1989,4
Montevideo Wanderers,Central Espanol,1989-04-15,2,0,F,L,1989,4
Nacional,Danubio,1989-04-15,2,0,F,L,1989,4
Rentistas,Bella Vista,1989-04-15,3,3,F,E,1989,4
CA Cerro,Central Espanol,1989-04-22,1,1,F,E,1989,4
CA Penarol,Danubio,1989-04-22,2,1,F,L,1989,4
CA Progreso,Liverpool,1989-04-22,1,0,F,L,1989,4
Defensor Sporting,Bella Vista,1989-04-22,0,0,F,E,1989,4
Montevideo Wanderers,River Plate,1989-04-22,1,0,F,L,1989,4
Rentistas,Club Social Y Deportivo Huracan Buceo,1989-04-22,0,0,F,E,1989,4
Bella Vista,Liverpool,1989-04-29,1,1,F,E,1989,4
CA Progreso,CA Penarol,1989-04-29,1,0,F,L,1989,4
Danubio,Central Espanol,1989-04-29,3,1,F,L,1989,4
Defensor Sporting,River Plate,1989-04-29,2,1,F,L,1989,4
Montevideo Wanderers,Club Social Y Deportivo Huracan Buceo,1989-04-29,3,1,F,L,1989,4
Nacional,CA Cerro,1989-04-29,2,1,F,L,1989,4
Bella Vista,River Plate,1989-05-06,1,0,F,L,1989,5
CA Cerro,CA Penarol,1989-05-06,2,1,F,L,1989,5
CA Progreso,Rentistas,1989-05-06,3,0,F,L,1989,5
Defensor Sporting,Danubio,1989-05-06,2,2,F,E,1989,5
Liverpool,Club Social Y Deportivo Huracan Buceo,1989-05-06,2,1,F,L,1989,5
Montevideo Wanderers,Nacional,1989-05-06,1,1,F,E,1989,5
CA Cerro,River Plate,1989-05-13,2,1,F,L,1989,5
CA Penarol,Defensor Sporting,1989-05-13,0,0,F,E,1989,5
Central Espanol,CA Progreso,1989-05-13,1,1,F,E,1989,5
Danubio,Bella Vista,1989-05-13,1,0,F,L,1989,5
Montevideo Wanderers,Liverpool,1989-05-13,1,0,F,L,1989,5
Nacional,Rentistas,1989-05-13,2,0,F,L,1989,5
Bella Vista,CA Progreso,1989-05-20,1,1,F,E,1989,5
Club Social Y Deportivo Huracan Buceo,CA Penarol,1989-05-20,2,2,F,E,1989,5
Danubio,Liverpool,1989-05-20,1,0,F,L,1989,5
Defensor Sporting,Montevideo Wanderers,1989-05-20,1,1,F,E,1989,5
Rentistas,Central Espanol,1989-05-20,3,2,F,L,1989,5
River Plate,Nacional,1989-05-20,1,0,F,L,1989,5
CA Cerro,Rentistas,1989-05-27,2,0,F,L,1989,5
CA Penarol,Central Espanol,1989-05-27,5,4,F,L,1989,5
Danubio,River Plate,1989-05-27,2,0,F,L,1989,5
Liverpool,Defensor Sporting,1989-05-27,0,0,F,E,1989,5
Montevideo Wanderers,Bella Vista,1989-05-27,1,1,F,E,1989,5
Nacional,Club Social Y Deportivo Huracan Buceo,1989-05-27,2,2,F,E,1989,5
Bella Vista,Rentistas,1990-03-03,1,0,F,L,1990,3
CA Cerro,Nacional,1990-03-03,1,0,F,L,1990,3
CA Penarol,River Plate,1990-03-03,0,0,F,E,1990,3
CA Progreso,Montevideo Wanderers,1990-03-03,0,0,F,E,1990,3
Central Espanol,Racing Club,1990-03-03,1,0,F,L,1990,3
Club Social Y Deportivo Huracan Buceo,Danubio,1990-03-03,0,0,F,E,1990,3
Defensor Sporting,Liverpool,1990-03-03,1,1,F,E,1990,3
Bella Vista,River Plate,1990-03-10,1,0,F,L,1990,3
Central Espanol,CA Penarol,1990-03-10,3,1,F,L,1990,3
Danubio,CA Cerro,1990-03-10,2,0,F,L,1990,3
Defensor Sporting,CA Progreso,1990-03-10,0,0,F,E,1990,3
Liverpool,Montevideo Wanderers,1990-03-10,2,1,F,L,1990,3
Nacional,Club Social Y Deportivo Huracan Buceo,1990-03-10,1,0,F,L,1990,3
Rentistas,Racing Club,1990-03-10,1,1,F,E,1990,3
Bella Vista,Racing Club,1990-03-17,1,0,F,L,1990,3
CA Penarol,Club Social Y Deportivo Huracan Buceo,1990-03-17,1,0,F,L,1990,3
CA Progreso,CA Cerro,1990-03-17,0,0,F,E,1990,3
Central Espanol,Defensor Sporting,1990-03-17,1,0,F,L,1990,3
Danubio,River Plate,1990-03-17,0,0,F,E,1990,3
Montevideo Wanderers,Rentistas,1990-03-17,0,0,F,E,1990,3
Nacional,Liverpool,1990-03-17,0,0,F,E,1990,3
CA Cerro,Defensor Sporting,1990-03-24,1,1,F,E,1990,3
CA Penarol,CA Progreso,1990-03-24,3,0,F,L,1990,3
Liverpool,Danubio,1990-03-24,1,1,F,E,1990,3
Montevideo Wanderers,Bella Vista,1990-03-24,1,0,F,L,1990,3
Nacional,Central Espanol,1990-03-24,3,1,F,L,1990,3
Racing Club,River Plate,1990-03-24,2,0,F,L,1990,3
Rentistas,Club Social Y Deportivo Huracan Buceo,1990-03-24,2,0,F,L,1990,3
CA Progreso,Danubio,1990-03-31,2,0,F,L,1990,3
Central Espanol,Montevideo Wanderers,1990-03-31,2,1,F,L,1990,3
Defensor Sporting,CA Penarol,1990-03-31,2,1,F,L,1990,3
Liverpool,River Plate,1990-03-31,1,0,F,L,1990,3
Nacional,Bella Vista,1990-03-31,2,0,F,L,1990,3
Racing Club,Club Social Y Deportivo Huracan Buceo,1990-03-31,2,1,F,L,1990,3
Rentistas,CA Cerro,1990-03-31,0,0,F,E,1990,3
Bella Vista,CA Penarol,1990-04-07,1,1,F,E,1990,4
CA Cerro,Montevideo Wanderers,1990-04-07,1,0,F,L,1990,4
Central Espanol,River Plate,1990-04-07,3,1,F,L,1990,4
Club Social Y Deportivo Huracan Buceo,Defensor Sporting,1990-04-07,0,0,F,E,1990,4
Danubio,Rentistas,1990-04-07,2,1,F,L,1990,4
Liverpool,Racing Club,1990-04-07,1,0,F,L,1990,4
Nacional,CA Progreso,1990-04-07,2,0,F,L,1990,4
Bella Vista,Defensor Sporting,1990-04-14,1,0,F,L,1990,4
Central Espanol,Club Social Y Deportivo Huracan Buceo,1990-04-14,1,0,F,L,1990,4
Danubio,Montevideo Wanderers,1990-04-14,0,0,F,E,1990,4
Nacional,CA Penarol,1990-04-14,1,0,F,L,1990,4
Racing Club,CA Progreso,1990-04-14,1,0,F,L,1990,4
Rentistas,Liverpool,1990-04-14,1,1,F,E,1990,4
River Plate,CA Cerro,1990-04-14,1,0,F,L,1990,4
Bella Vista,Liverpool,1990-04-21,2,0,F,L,1990,4
CA Penarol,CA Cerro,1990-04-21,1,1,F,E,1990,4
CA Progreso,Club Social Y Deportivo Huracan Buceo,1990-04-21,1,0,F,L,1990,4
Danubio,Central Espanol,1990-04-21,1,0,F,L,1990,4
Defensor Sporting,Rentistas,1990-04-21,0,0,F,E,1990,4
Montevideo Wanderers,Racing Club,1990-04-21,1,1,F,E,1990,4
Nacional,River Plate,1990-04-21,0,0,F,E,1990,4
Bella Vista,Central Espanol,1990-04-28,1,1,F,E,1990,4
Danubio,CA Penarol,1990-04-28,1,0,F,L,1990,4
Liverpool,Club Social Y Deportivo Huracan Buceo,1990-04-28,2,0,F,L,1990,4
Montevideo Wanderers,River Plate,1990-04-28,3,2,F,L,1990,4
Nacional,Defensor Sporting,1990-04-28,1,1,F,E,1990,4
Racing Club,CA Cerro,1990-04-28,3,1,F,L,1990,4
Rentistas,CA Progreso,1990-04-28,3,1,F,L,1990,4
Bella Vista,Club Social Y Deportivo Huracan Buceo,1990-05-05,4,1,F,L,1990,5
CA Progreso,River Plate,1990-05-05,2,0,F,L,1990,5
Central Espanol,Rentistas,1990-05-05,2,1,F,L,1990,5
Defensor Sporting,Danubio,1990-05-05,1,0,F,L,1990,5
Liverpool,CA Cerro,1990-05-05,1,1,F,E,1990,5
Montevideo Wanderers,CA Penarol,1990-05-05,0,0,F,E,1990,5
Racing Club,Nacional,1990-05-05,1,0,F,L,1990,5
Bella Vista,CA Cerro,1990-05-12,1,0,F,L,1990,5
CA Penarol,Liverpool,1990-05-12,2,0,F,L,1990,5
Central Espanol,CA Progreso,1990-05-12,1,0,F,L,1990,5
Defensor Sporting,River Plate,1990-05-12,3,0,F,L,1990,5
Montevideo Wanderers,Club Social Y Deportivo Huracan Buceo,1990-05-12,2,0,F,L,1990,5
Racing Club,Danubio,1990-05-12,1,0,F,L,1990,5
Rentistas,Nacional,1990-05-12,1,1,F,E,1990,5
Bella Vista,Danubio,1990-05-19,1,1,F,E,1990,5
CA Cerro,Central Espanol,1990-05-19,0,0,F,E,1990,5
Club Social Y Deportivo Huracan Buceo,River Plate,1990-05-19,1,0,F,L,1990,5
Defensor Sporting,Racing Club,1990-05-19,1,1,F,E,1990,5
Liverpool,CA Progreso,1990-05-19,3,2,F,L,1990,5
Nacional,Montevideo Wanderers,1990-05-19,2,1,F,L,1990,5
Rentistas,CA Penarol,1990-05-19,0,0,F,E,1990,5
Bella Vista,CA Progreso,1990-05-26,2,0,F,L,1990,5
CA Cerro,Club Social Y Deportivo Huracan Buceo,1990-05-26,3,1,F,L,1990,5
CA Penarol,Racing Club,1990-05-26,1,0,F,L,1990,5
Danubio,Nacional,1990-05-26,1,1,F,E,1990,5
Defensor Sporting,Montevideo Wanderers,1990-05-26,1,0,F,L,1990,5
Liverpool,Central Espanol,1990-05-26,3,1,F,L,1990,5
River Plate,Rentistas,1990-05-26,2,2,F,E,1990,5
Danubio,Club Social Y Deportivo Huracan Buceo,1990-06-02,2,1,F,L,1990,6
Liverpool,Defensor Sporting,1990-06-02,1,1,F,E,1990,6
Montevideo Wanderers,CA Progreso,1990-06-02,0,2,F,V,1990,6
Nacional,CA Cerro,1990-06-02,2,0,F,L,1990,6
Racing Club,Central Espanol,1990-06-02,2,1,F,L,1990,6
Rentistas,Bella Vista,1990-06-02,2,2,F,E,1990,6
River Plate,CA Penarol,1990-06-02,0,3,F,V,1990,6
CA Cerro,Danubio,1990-06-09,0,0,F,E,1990,6
CA Penarol,Central Espanol,1990-06-09,2,1,F,L,1990,6
CA Progreso,Defensor Sporting,1990-06-09,0,2,F,V,1990,6
Club Social Y Deportivo Huracan Buceo,Nacional,1990-06-09,1,2,F,V,1990,6
Montevideo Wanderers,Liverpool,1990-06-09,0,2,F,V,1990,6
Racing Club,Rentistas,1990-06-09,2,2,F,E,1990,6
River Plate,Bella Vista,1990-06-09,0,3,F,V,1990,6
CA Cerro,CA Progreso,1990-06-16,0,1,F,V,1990,6
Club Social Y Deportivo Huracan Buceo,CA Penarol,1990-06-16,1,3,F,V,1990,6
Defensor Sporting,Central Espanol,1990-06-16,0,1,F,V,1990,6
Liverpool,Nacional,1990-06-16,0,0,F,E,1990,6
Racing Club,Bella Vista,1990-06-16,0,0,F,E,1990,6
Rentistas,Montevideo Wanderers,1990-06-16,0,1,F,V,1990,6
River Plate,Danubio,1990-06-16,3,2,F,L,1990,6
Bella Vista,Montevideo Wanderers,1990-06-23,2,1,F,L,1990,6
CA Progreso,CA Penarol,1990-06-23,2,1,F,L,1990,6
Central Espanol,Nacional,1990-06-23,0,2,F,V,1990,6
Club Social Y Deportivo Huracan Buceo,Rentistas,1990-06-23,1,2,F,V,1990,6
Danubio,Liverpool,1990-06-23,1,0,F,L,1990,6
Defensor Sporting,CA Cerro,1990-06-23,0,0,F,E,1990,6
River Plate,Racing Club,1990-06-23,2,1,F,L,1990,6
Bella Vista,Nacional,1990-06-30,1,0,F,L,1990,6
CA Cerro,Rentistas,1990-06-30,1,1,F,E,1990,6
CA Penarol,Defensor Sporting,1990-06-30,4,0,F,L,1990,6
Club Social Y Deportivo Huracan Buceo,Racing Club,1990-06-30,0,0,F,E,1990,6
Danubio,CA Progreso,1990-06-30,2,0,F,L,1990,6
Montevideo Wanderers,Central Espanol,1990-06-30,0,2,F,V,1990,6
River Plate,Liverpool,1990-06-30,2,0,F,L,1990,6
CA Penarol,Bella Vista,1990-08-04,1,2,F,V,1990,8
CA Progreso,Nacional,1990-08-04,1,3,F,V,1990,8
Defensor Sporting,Club Social Y Deportivo Huracan Buceo,1990-08-04,4,0,F,L,1990,8
Montevideo Wanderers,CA Cerro,1990-08-04,2,0,F,L,1990,8
Racing Club,Liverpool,1990-08-04,2,1,F,L,1990,8
Rentistas,Danubio,1990-08-04,0,1,F,V,1990,8
River Plate,Central Espanol,1990-08-04,2,0,F,L,1990,8
CA Cerro,River Plate,1990-08-11,3,2,F,L,1990,8
CA Penarol,Nacional,1990-08-11,2,0,F,L,1990,8
CA Progreso,Racing Club,1990-08-11,1,1,F,E,1990,8
Club Social Y Deportivo Huracan Buceo,Central Espanol,1990-08-11,1,1,F,E,1990,8
Defensor Sporting,Bella Vista,1990-08-11,0,1,F,V,1990,8
Liverpool,Rentistas,1990-08-11,1,0,F,L,1990,8
Montevideo Wanderers,Danubio,1990-08-11,2,1,F,L,1990,8
CA Cerro,CA Penarol,1990-08-18,2,2,F,E,1990,8
Central Espanol,Danubio,1990-08-18,3,0,F,L,1990,8
Club Social Y Deportivo Huracan Buceo,CA Progreso,1990-08-18,1,0,F,L,1990,8
Liverpool,Bella Vista,1990-08-18,1,3,F,V,1990,8
Racing Club,Montevideo Wanderers,1990-08-18,0,0,F,E,1990,8
Rentistas,Defensor Sporting,1990-08-18,0,1,F,V,1990,8
River Plate,Nacional,1990-08-18,0,1,F,V,1990,8
CA Cerro,Racing Club,1990-08-25,2,3,F,V,1990,8
CA Penarol,Danubio,1990-08-25,0,2,F,V,1990,8
CA Progreso,Rentistas,1990-08-25,1,3,F,V,1990,8
Central Espanol,Bella Vista,1990-08-25,0,0,F,E,1990,8
Club Social Y Deportivo Huracan Buceo,Liverpool,1990-08-25,0,2,F,V,1990,8
Defensor Sporting,Nacional,1990-08-25,0,0,F,E,1990,8
River Plate,Montevideo Wanderers,1990-08-25,2,1,F,L,1990,8
CA Cerro,Liverpool,1990-09-01,2,4,F,V,1990,9
CA Penarol,Montevideo Wanderers,1990-09-01,2,1,F,L,1990,9
Club Social Y Deportivo Huracan Buceo,Bella Vista,1990-09-01,0,1,F,V,1990,9
Danubio,Defensor Sporting,1990-09-01,1,1,F,E,1990,9
Nacional,Racing Club,1990-09-01,1,1,F,E,1990,9
Rentistas,Central Espanol,1990-09-01,2,1,F,L,1990,9
River Plate,CA Progreso,1990-09-01,0,0,F,E,1990,9
CA Cerro,Bella Vista,1990-09-08,1,1,F,E,1990,9
CA Progreso,Central Espanol,1990-09-08,2,1,F,L,1990,9
Club Social Y Deportivo Huracan Buceo,Montevideo Wanderers,1990-09-08,0,2,F,V,1990,9
Danubio,Racing Club,1990-09-08,0,0,F,E,1990,9
Liverpool,CA Penarol,1990-09-08,1,4,F,V,1990,9
Nacional,Rentistas,1990-09-08,1,1,F,E,1990,9
River Plate,Defensor Sporting,1990-09-08,0,0,F,E,1990,9
CA Penarol,Rentistas,1990-09-15,0,0,F,E,1990,9
CA Progreso,Liverpool,1990-09-15,0,0,F,E,1990,9
Central Espanol,CA Cerro,1990-09-15,2,0,F,L,1990,9
Danubio,Bella Vista,1990-09-15,1,2,F,V,1990,9
Montevideo Wanderers,Nacional,1990-09-15,0,0,F,E,1990,9
Racing Club,Defensor Sporting,1990-09-15,0,0,F,E,1990,9
River Plate,Club Social Y Deportivo Huracan Buceo,1990-09-15,0,1,F,V,1990,9
CA Progreso,Bella Vista,1990-09-22,1,0,F,L,1990,9
Central Espanol,Liverpool,1990-09-22,0,0,F,E,1990,9
Club Social Y Deportivo Huracan Buceo,CA Cerro,1990-09-22,1,3,F,V,1990,9
Montevideo Wanderers,Defensor Sporting,1990-09-22,5,0,F,L,1990,9
Nacional,Danubio,1990-09-22,1,2,F,V,1990,9
Racing Club,CA Penarol,1990-09-22,0,2,F,V,1990,9
Rentistas,River Plate,1990-09-22,0,0,F,E,1990,9
CA Cerro,Danubio,1991-03-02,3,2,F,L,1991,3
CA Penarol,Bella Vista,1991-03-02,1,1,F,E,1991,3
CA Progreso,El Tanque Sisley,1991-03-02,1,1,F,E,1991,3
Central Espanol,Rentistas,1991-03-02,2,1,F,L,1991,3
Club Social Y Deportivo Huracan Buceo,Racing Club,1991-03-02,0,0,F,E,1991,3
Defensor Sporting,Liverpool,1991-03-02,0,0,F,E,1991,3
Nacional,Montevideo Wanderers,1991-03-02,2,2,F,E,1991,3
Bella Vista,Danubio,1991-03-09,2,2,F,E,1991,3
Central Espanol,Liverpool,1991-03-09,2,0,F,L,1991,3
Club Social Y Deportivo Huracan Buceo,CA Progreso,1991-03-09,3,1,F,L,1991,3
Defensor Sporting,Rentistas,1991-03-09,2,1,F,L,1991,3
El Tanque Sisley,Racing Club,1991-03-09,1,0,F,L,1991,3
Montevideo Wanderers,CA Penarol,1991-03-09,1,1,F,E,1991,3
Nacional,CA Cerro,1991-03-09,2,1,F,L,1991,3
Bella Vista,Club Social Y Deportivo Huracan Buceo,1991-03-16,1,0,F,L,1991,3
CA Cerro,El Tanque Sisley,1991-03-16,0,0,F,E,1991,3
Danubio,CA Penarol,1991-03-16,3,1,F,L,1991,3
Defensor Sporting,CA Progreso,1991-03-16,4,2,F,L,1991,3
Montevideo Wanderers,Central Espanol,1991-03-16,2,0,F,L,1991,3
Nacional,Rentistas,1991-03-16,2,1,F,L,1991,3
Racing Club,Liverpool,1991-03-16,0,0,F,E,1991,3
Bella Vista,Rentistas,1991-03-23,1,1,F,E,1991,3
Central Espanol,CA Progreso,1991-03-23,1,0,F,L,1991,3
Club Social Y Deportivo Huracan Buceo,CA Penarol,1991-03-23,4,1,F,L,1991,3
Defensor Sporting,CA Cerro,1991-03-23,1,0,F,L,1991,3
Liverpool,El Tanque Sisley,1991-03-23,1,0,F,L,1991,3
Montevideo Wanderers,Danubio,1991-03-23,2,1,F,L,1991,3
Nacional,Racing Club,1991-03-23,3,0,F,L,1991,3
Bella Vista,Liverpool,1991-03-30,2,2,F,E,1991,3
CA Cerro,Club Social Y Deportivo Huracan Buceo,1991-03-30,1,0,F,L,1991,3
CA Penarol,Defensor Sporting,1991-03-30,0,0,F,E,1991,3
Danubio,Rentistas,1991-03-30,1,0,F,L,1991,3
Montevideo Wanderers,CA Progreso,1991-03-30,0,0,F,E,1991,3
Nacional,El Tanque Sisley,1991-03-30,4,2,F,L,1991,3
Racing Club,Central Espanol,1991-03-30,2,2,F,E,1991,3
CA Cerro,Montevideo Wanderers,1991-04-06,2,0,F,L,1991,4
CA Penarol,Nacional,1991-04-06,0,0,F,E,1991,4
Central Espanol,Bella Vista,1991-04-06,1,1,F,E,1991,4
Danubio,CA Progreso,1991-04-06,1,0,F,L,1991,4
Defensor Sporting,Racing Club,1991-04-06,3,0,F,L,1991,4
Liverpool,Club Social Y Deportivo Huracan Buceo,1991-04-06,1,0,F,L,1991,4
Rentistas,El Tanque Sisley,1991-04-06,1,0,F,L,1991,4
Bella Vista,CA Progreso,1991-04-13,2,1,F,L,1991,4
CA Cerro,Rentistas,1991-04-13,0,0,F,E,1991,4
CA Penarol,El Tanque Sisley,1991-04-13,2,1,F,L,1991,4
Central Espanol,Club Social Y Deportivo Huracan Buceo,1991-04-13,1,1,F,E,1991,4
Danubio,Racing Club,1991-04-13,3,0,F,L,1991,4
Liverpool,Montevideo Wanderers,1991-04-13,2,1,F,L,1991,4
Nacional,Defensor Sporting,1991-04-13,1,0,F,L,1991,4
CA Penarol,CA Progreso,1991-04-20,3,1,F,L,1991,4
Central Espanol,CA Cerro,1991-04-20,1,0,F,L,1991,4
Club Social Y Deportivo Huracan Buceo,Danubio,1991-04-20,1,0,F,L,1991,4
El Tanque Sisley,Bella Vista,1991-04-20,0,0,F,E,1991,4
Montevideo Wanderers,Defensor Sporting,1991-04-20,1,0,F,L,1991,4
Nacional,Liverpool,1991-04-20,1,1,F,E,1991,4
Racing Club,Rentistas,1991-04-20,2,1,F,L,1991,4
Bella Vista,Racing Club,1991-04-27,2,1,F,L,1991,4
CA Penarol,CA Cerro,1991-04-27,0,0,F,E,1991,4
Central Espanol,Nacional,1991-04-27,2,2,F,E,1991,4
Club Social Y Deportivo Huracan Buceo,Montevideo Wanderers,1991-04-27,3,1,F,L,1991,4
Defensor Sporting,El Tanque Sisley,1991-04-27,1,0,F,L,1991,4
Liverpool,Danubio,1991-04-27,0,0,F,E,1991,4
Rentistas,CA Progreso,1991-04-27,3,3,F,E,1991,4
CA Cerro,Bella Vista,1991-05-04,1,1,F,E,1991,5
CA Penarol,Rentistas,1991-05-04,1,0,F,L,1991,5
CA Progreso,Liverpool,1991-05-04,1,0,F,L,1991,5
Central Espanol,El Tanque Sisley,1991-05-04,1,0,F,L,1991,5
Danubio,Defensor Sporting,1991-05-04,1,1,F,E,1991,5
Nacional,Club Social Y Deportivo Huracan Buceo,1991-05-04,4,1,F,L,1991,5
Racing Club,Montevideo Wanderers,1991-05-04,0,0,F,E,1991,5
Central Espanol,Danubio,1991-05-11,2,0,F,L,1991,5
Club Social Y Deportivo Huracan Buceo,Rentistas,1991-05-11,1,0,F,L,1991,5
Defensor Sporting,Bella Vista,1991-05-11,3,0,F,L,1991,5
El Tanque Sisley,Montevideo Wanderers,1991-05-11,0,0,F,E,1991,5
Liverpool,CA Penarol,1991-05-11,1,1,F,E,1991,5
Nacional,CA Progreso,1991-05-11,1,0,F,L,1991,5
Racing Club,CA Cerro,1991-05-11,2,1,F,L,1991,5
CA Penarol,Central Espanol,1991-05-18,3,1,F,L,1991,5
CA Progreso,Racing Club,1991-05-18,0,0,F,E,1991,5
Club Social Y Deportivo Huracan Buceo,Defensor Sporting,1991-05-18,0,1,F,V,1991,5
Danubio,El Tanque Sisley,1991-05-18,1,0,F,L,1991,5
Liverpool,CA Cerro,1991-05-18,1,1,F,E,1991,5
Montevideo Wanderers,Rentistas,1991-05-18,1,1,F,E,1991,5
Nacional,Bella Vista,1991-05-18,1,0,F,L,1991,5
CA Cerro,CA Progreso,1991-05-25,1,1,F,E,1991,5
CA Penarol,Racing Club,1991-05-25,2,1,F,L,1991,5
Central Espanol,Defensor Sporting,1991-05-25,0,0,F,E,1991,5
Danubio,Nacional,1991-05-25,1,0,F,L,1991,5
El Tanque Sisley,Club Social Y Deportivo Huracan Buceo,1991-05-25,1,0,F,L,1991,5
Liverpool,Rentistas,1991-05-25,2,0,F,L,1991,5
Montevideo Wanderers,Bella Vista,1991-05-25,2,2,F,E,1991,5
Bella Vista,CA Penarol,1991-06-01,0,3,F,V,1991,6
Danubio,CA Cerro,1991-06-01,0,1,F,V,1991,6
El Tanque Sisley,CA Progreso,1991-06-01,1,1,F,E,1991,6
Liverpool,Defensor Sporting,1991-06-01,2,3,F,V,1991,6
Montevideo Wanderers,Nacional,1991-06-01,1,0,F,L,1991,6
Racing Club,Club Social Y Deportivo Huracan Buceo,1991-06-01,1,0,F,L,1991,6
Rentistas,Central Espanol,1991-06-01,0,1,F,V,1991,6
CA Cerro,Nacional,1991-06-08,0,0,F,E,1991,6
CA Penarol,Montevideo Wanderers,1991-06-08,0,0,F,E,1991,6
CA Progreso,Club Social Y Deportivo Huracan Buceo,1991-06-08,2,1,F,L,1991,6
Danubio,Bella Vista,1991-06-08,1,0,F,L,1991,6
Liverpool,Central Espanol,1991-06-08,0,0,F,E,1991,6
Racing Club,El Tanque Sisley,1991-06-08,4,1,F,L,1991,6
Rentistas,Defensor Sporting,1991-06-08,1,0,F,L,1991,6
CA Penarol,Danubio,1991-06-15,0,3,F,V,1991,6
CA Progreso,Defensor Sporting,1991-06-15,0,0,F,E,1991,6
Central Espanol,Montevideo Wanderers,1991-06-15,1,1,F,E,1991,6
Club Social Y Deportivo Huracan Buceo,Bella Vista,1991-06-15,3,3,F,E,1991,6
El Tanque Sisley,CA Cerro,1991-06-15,0,2,F,V,1991,6
Liverpool,Racing Club,1991-06-15,0,0,F,E,1991,6
Rentistas,Nacional,1991-06-15,1,1,F,E,1991,6
CA Cerro,Defensor Sporting,1991-06-22,0,1,F,V,1991,6
CA Penarol,Club Social Y Deportivo Huracan Buceo,1991-06-22,3,1,F,L,1991,6
CA Progreso,Central Espanol,1991-06-22,1,2,F,V,1991,6
Danubio,Montevideo Wanderers,1991-06-22,0,1,F,V,1991,6
El Tanque Sisley,Liverpool,1991-06-22,1,1,F,E,1991,6
Racing Club,Nacional,1991-06-22,0,1,F,V,1991,6
Rentistas,Bella Vista,1991-06-22,0,0,F,E,1991,6
CA Progreso,Montevideo Wanderers,1991-06-29,2,0,F,L,1991,6
Central Espanol,Racing Club,1991-06-29,1,1,F,E,1991,6
Club Social Y Deportivo Huracan Buceo,CA Cerro,1991-06-29,2,1,F,L,1991,6
Defensor Sporting,CA Penarol,1991-06-29,0,0,F,E,1991,6
El Tanque Sisley,Nacional,1991-06-29,2,0,F,L,1991,6
Liverpool,Bella Vista,1991-06-29,2,0,F,L,1991,6
Rentistas,Danubio,1991-06-29,0,0,F,E,1991,6
